Source : Fit
Spectrum : 1

Wavelength	Psi	Delta
665.5323	19.656	50.125
665.0777	19.670	50.052
664.6230	19.685	49.980
664.1683	19.699	49.907
663.7134	19.713	49.834
663.2584	19.728	49.761
662.8034	19.742	49.688
662.3482	19.757	49.614
661.8929	19.771	49.540
661.4376	19.786	49.466
660.9821	19.800	49.392
660.5265	19.815	49.318
660.0708	19.830	49.243
659.6151	19.844	49.168
659.1592	19.859	49.093
658.7032	19.874	49.018
658.2471	19.888	48.943
657.7909	19.903	48.867
657.3346	19.918	48.791
656.8782	19.932	48.715
656.4218	19.947	48.639
655.9651	19.962	48.563
655.5084	19.977	48.486
655.0516	19.992	48.409
654.5947	20.007	48.332
654.1377	20.021	48.255
653.6806	20.036	48.178
653.2234	20.051	48.100
652.7661	20.066	48.022
652.3087	20.081	47.944
651.8511	20.096	47.866
651.3936	20.112	47.787
650.9358	20.127	47.709
650.4780	20.142	47.630
650.0201	20.157	47.550
649.5620	20.173	47.471
649.1039	20.188	47.391
648.6457	20.203	47.311
648.1873	20.219	47.231
647.7289	20.234	47.151
647.2703	20.249	47.071
646.8117	20.265	46.990
646.3530	20.280	46.909
645.8941	20.296	46.828
645.4351	20.312	46.747
644.9761	20.328	46.666
644.5169	20.344	46.586
644.0577	20.360	46.504
643.5983	20.376	46.423
643.1389	20.393	46.342
642.6793	20.409	46.260
642.2196	20.425	46.178
641.7598	20.442	46.097
641.2999	20.459	46.015
640.8400	20.476	45.933
640.3799	20.493	45.851
639.9197	20.510	45.769
639.4594	20.527	45.686
638.9990	20.544	45.604
638.5385	20.562	45.521
638.0779	20.579	45.437
637.6172	20.596	45.354
637.1564	20.613	45.270
636.6954	20.630	45.186
636.2344	20.647	45.102
635.7733	20.665	45.017
635.3121	20.681	44.932
634.8508	20.697	44.846
634.3893	20.713	44.760
633.9278	20.729	44.673
633.4662	20.745	44.587
633.0044	20.761	44.500
632.5425	20.777	44.413
632.0806	20.793	44.325
631.6186	20.809	44.237
631.1564	20.825	44.150
630.6942	20.842	44.061
630.2318	20.858	43.973
629.7693	20.874	43.884
629.3068	20.890	43.795
628.8441	20.907	43.705
628.3813	20.923	43.615
627.9184	20.940	43.525
627.4554	20.956	43.434
626.9923	20.973	43.343
626.5291	20.989	43.252
626.0658	21.006	43.160
625.6024	21.022	43.068
625.1389	21.039	42.975
624.6753	21.056	42.882
624.2115	21.072	42.789
623.7477	21.089	42.695
623.2838	21.106	42.601
622.8198	21.123	42.507
622.3557	21.140	42.413
621.8914	21.156	42.318
621.4271	21.173	42.223
620.9626	21.190	42.128
620.4980	21.207	42.032
620.0334	21.224	41.936
619.5687	21.242	41.841
619.1038	21.260	41.745
618.6388	21.278	41.650
618.1737	21.297	41.554
617.7086	21.315	41.458
617.2433	21.334	41.361
616.7779	21.352	41.265
616.3124	21.370	41.167
615.8468	21.389	41.070
615.3810	21.407	40.972
614.9153	21.426	40.874
614.4492	21.444	40.775
613.9833	21.463	40.677
613.5172	21.481	40.578
613.0510	21.500	40.479
612.5847	21.519	40.380
612.1182	21.538	40.281
611.6516	21.556	40.181
611.1850	21.575	40.081
610.7183	21.594	39.981
610.2514	21.613	39.880
609.7844	21.632	39.780
609.3173	21.651	39.679
608.8502	21.670	39.578
608.3829	21.689	39.477
607.9156	21.708	39.375
607.4480	21.727	39.273
606.9804	21.746	39.170
606.5127	21.765	39.067
606.0449	21.784	38.964
605.5770	21.804	38.860
605.1089	21.823	38.756
604.6408	21.842	38.652
604.1726	21.861	38.547
603.7042	21.881	38.442
603.2358	21.900	38.337
602.7673	21.919	38.231
602.2986	21.939	38.125
601.8298	21.958	38.018
601.3610	21.978	37.911
600.8920	21.997	37.804
600.4229	22.017	37.696
599.9537	22.036	37.588
599.4844	22.056	37.479
599.0150	22.075	37.370
598.5455	22.095	37.260
598.0759	22.114	37.149
597.6062	22.134	37.038
597.1364	22.154	36.927
596.6664	22.173	36.815
596.1964	22.193	36.702
595.7263	22.213	36.588
595.2560	22.233	36.474
594.7857	22.253	36.359
594.3152	22.272	36.244
593.8447	22.292	36.129
593.3741	22.312	36.013
592.9032	22.332	35.896
592.4323	22.352	35.779
591.9613	22.372	35.662
591.4902	22.392	35.544
591.0190	22.412	35.426
590.5477	22.431	35.307
590.0763	22.451	35.190
589.6048	22.471	35.074
589.1331	22.490	34.957
588.6614	22.510	34.839
588.1896	22.529	34.721
587.7176	22.549	34.603
587.2455	22.568	34.484
586.7734	22.588	34.365
586.3011	22.608	34.245
585.8287	22.627	34.125
585.3563	22.647	34.004
584.8837	22.666	33.883
584.4109	22.687	33.761
583.9382	22.707	33.638
583.4652	22.728	33.516
582.9922	22.748	33.392
582.5191	22.768	33.268
582.0458	22.789	33.144
581.5725	22.810	33.019
581.0991	22.831	32.893
580.6255	22.853	32.767
580.1519	22.874	32.640
579.6780	22.895	32.513
579.2042	22.916	32.385
578.7303	22.938	32.257
578.2561	22.959	32.129
577.7819	22.980	31.999
577.3076	23.001	31.869
576.8332	23.023	31.739
576.3586	23.045	31.608
575.8840	23.067	31.477
575.4093	23.090	31.345
574.9344	23.112	31.213
574.4595	23.134	31.080
573.9844	23.157	30.946
573.5092	23.179	30.812
573.0339	23.202	30.677
572.5586	23.224	30.542
572.0831	23.246	30.406
571.6075	23.269	30.270
571.1318	23.291	30.133
570.6559	23.312	29.996
570.1801	23.334	29.859
569.7040	23.356	29.721
569.2278	23.377	29.582
568.7516	23.399	29.443
568.2753	23.419	29.304
567.7989	23.440	29.164
567.3222	23.461	29.024
566.8455	23.481	28.883
566.3687	23.502	28.742
565.8918	23.523	28.600
565.4149	23.543	28.457
564.9377	23.564	28.314
564.4605	23.584	28.170
563.9832	23.605	28.026
563.5057	23.626	27.880
563.0282	23.649	27.733
562.5505	23.672	27.584
562.0728	23.695	27.435
561.5948	23.717	27.285
561.1169	23.740	27.135
560.6388	23.763	26.984
560.1606	23.786	26.832
559.6823	23.809	26.679
559.2039	23.831	26.526
558.7253	23.854	26.372
558.2467	23.877	26.218
557.7679	23.899	26.063
557.2891	23.922	25.907
556.8102	23.945	25.750
556.3311	23.967	25.593
555.8519	23.990	25.435
555.3726	24.012	25.276
554.8932	24.035	25.117
554.4137	24.057	24.957
553.9341	24.080	24.796
553.4543	24.102	24.634
552.9745	24.125	24.472
552.4946	24.147	24.309
552.0145	24.169	24.145
551.5345	24.191	23.981
551.0541	24.214	23.816
550.5737	24.235	23.650
550.0933	24.257	23.484
549.6126	24.279	23.317
549.1320	24.301	23.149
548.6511	24.322	22.981
548.1702	24.344	22.812
547.6891	24.366	22.641
547.2080	24.387	22.471
546.7267	24.408	22.299
546.2454	24.430	22.126
545.7639	24.451	21.954
545.2823	24.472	21.780
544.8007	24.492	21.606
544.3188	24.513	21.430
543.8369	24.534	21.254
543.3549	24.554	21.078
542.8728	24.574	20.900
542.3905	24.595	20.722
541.9082	24.615	20.543
541.4257	24.635	20.363
540.9431	24.655	20.182
540.4604	24.674	20.001
539.9777	24.694	19.818
539.4948	24.714	19.635
539.0118	24.734	19.450
538.5286	24.757	19.264
538.0454	24.781	19.076
537.5621	24.805	18.888
537.0786	24.828	18.698
536.5950	24.851	18.508
536.1114	24.875	18.317
535.6276	24.898	18.125
535.1437	24.921	17.931
534.6597	24.944	17.737
534.1756	24.966	17.542
533.6913	24.988	17.346
533.2070	25.010	17.150
532.7226	25.031	16.952
532.2380	25.052	16.754
531.7534	25.073	16.554
531.2686	25.093	16.354
530.7837	25.113	16.154
530.2987	25.133	15.952
529.8136	25.152	15.749
529.3284	25.172	15.545
528.8430	25.191	15.340
528.3576	25.210	15.134
527.8720	25.230	14.927
527.3864	25.249	14.719
526.9006	25.269	14.510
526.4147	25.290	14.300
525.9287	25.310	14.089
525.4426	25.330	13.877
524.9564	25.349	13.664
524.4700	25.369	13.449
523.9836	25.388	13.234
523.4971	25.408	13.018
523.0104	25.427	12.801
522.5236	25.446	12.582
522.0367	25.466	12.363
521.5497	25.485	12.142
521.0626	25.504	11.920
520.5754	25.524	11.697
520.0881	25.543	11.473
519.6006	25.563	11.248
519.1131	25.582	11.022
518.6254	25.601	10.795
518.1377	25.619	10.566
517.6498	25.638	10.337
517.1618	25.656	10.106
516.6737	25.674	9.874
516.1855	25.692	9.641
515.6971	25.711	9.407
515.2087	25.729	9.172
514.7202	25.746	8.936
514.2314	25.764	8.699
513.7427	25.781	8.460
513.2538	25.798	8.221
512.7648	25.815	7.980
512.2757	25.832	7.738
511.7864	25.848	7.494
511.2971	25.864	7.249
510.8076	25.880	7.002
510.3181	25.895	6.754
509.8284	25.910	6.505
509.3386	25.925	6.253
508.8488	25.940	6.001
508.3587	25.954	5.747
507.8686	25.968	5.493
507.3784	25.982	5.237
506.8880	25.996	4.980
506.3976	26.009	4.721
505.9070	26.022	4.462
505.4163	26.037	4.202
504.9255	26.052	3.940
504.4346	26.066	3.677
503.9436	26.080	3.413
503.4525	26.094	3.148
502.9612	26.107	2.882
502.4698	26.120	2.614
501.9784	26.132	2.345
501.4868	26.145	2.074
500.9951	26.157	1.803
500.5033	26.168	1.530
500.0114	26.179	1.255
499.5193	26.190	0.980
499.0272	26.201	0.703
498.5349	26.211	0.424
498.0426	26.220	0.145
497.5501	26.229	359.864
497.0575	26.238	359.582
496.5648	26.247	359.299
496.0720	26.255	359.014
495.5790	26.263	358.728
495.0860	26.270	358.440
494.5928	26.277	358.150
494.0995	26.284	357.860
493.6062	26.291	357.568
493.1127	26.296	357.275
492.6190	26.302	356.980
492.1253	26.307	356.684
491.6315	26.313	356.387
491.1375	26.319	356.088
490.6435	26.324	355.788
490.1493	26.330	355.486
489.6550	26.336	355.183
489.1606	26.342	354.878
488.6661	26.348	354.572
488.1714	26.353	354.265
487.6767	26.357	353.956
487.1818	26.362	353.646
486.6869	26.365	353.335
486.1918	26.368	353.022
485.6966	26.373	352.708
485.2013	26.376	352.393
484.7058	26.379	352.076
484.2103	26.382	351.758
483.7146	26.384	351.438
483.2189	26.386	351.117
482.7230	26.387	350.795
482.2270	26.387	350.472
481.7309	26.388	350.147
481.2346	26.388	349.820
480.7383	26.387	349.493
480.2419	26.387	349.163
479.7453	26.386	348.833
479.2486	26.384	348.501
