Source : TiO2_SiO2_Si_muestra2.X1.14h 13mn 58s.spe
Spectrum : 1

Wavelength	Psi	Delta
872.6007	48.523	69.558
872.1912	48.131	55.679
871.7816	43.605	51.973
871.3718	43.887	39.363
870.9620	68.406	66.656
870.5521	76.805	183.993
870.1422	71.931	182.336
869.7321	70.863	89.005
869.3219	64.211	61.322
868.9117	55.761	52.510
868.5013	52.117	48.173
868.0909	49.896	46.100
867.6805	50.001	46.540
867.2699	50.450	46.298
866.8592	50.058	45.675
866.4485	45.919	43.511
866.0376	46.803	39.850
865.6267	42.637	44.576
865.2157	42.351	47.953
864.8046	43.242	50.696
864.3934	42.860	52.722
863.9821	44.044	55.946
863.5707	42.268	54.304
863.1593	39.678	55.158
862.7477	38.028	49.088
862.3361	38.063	43.025
861.9244	42.518	39.011
861.5126	39.732	42.786
861.1008	36.614	45.381
860.6888	35.293	46.320
860.2767	36.756	44.286
859.8646	37.460	45.113
859.4523	36.388	41.905
859.0400	38.883	41.077
858.6276	41.010	40.539
858.2151	42.903	42.706
857.8026	43.734	44.382
857.3899	44.137	47.019
856.9771	44.536	47.773
856.5643	45.069	46.812
856.1514	44.948	47.117
855.7383	45.331	45.517
855.3253	45.629	45.492
854.9120	46.004	46.177
854.4988	46.510	44.304
854.0854	46.298	44.638
853.6719	46.634	46.029
853.2584	46.935	44.874
852.8448	46.430	43.939
852.4311	46.540	44.767
852.0173	46.013	42.771
851.6034	45.668	43.575
851.1894	45.128	43.686
850.7753	44.833	42.519
850.3612	44.037	45.008
849.9470	44.167	45.005
849.5326	43.985	43.277
849.1182	43.955	42.419
848.7037	43.836	42.143
848.2891	43.521	42.208
847.8744	43.089	42.526
847.4597	42.749	42.040
847.0448	42.878	42.216
846.6298	42.999	42.185
846.2148	42.928	42.008
845.7997	42.498	41.793
845.3845	42.258	41.591
844.9692	42.305	41.561
844.5538	42.208	41.340
844.1383	41.605	41.351
843.7227	41.695	41.324
843.3071	41.511	40.964
842.8914	41.397	41.072
842.4755	41.393	40.855
842.0596	41.371	41.036
841.6436	41.506	41.102
841.2275	41.605	40.479
840.8113	41.341	40.049
840.3951	41.727	39.763
839.9787	41.789	39.699
839.5623	42.124	39.661
839.1457	42.209	39.562
838.7291	42.636	39.254
838.3124	42.872	39.037
837.8956	42.865	38.855
837.4787	42.757	38.841
837.0617	42.514	38.791
836.6447	42.583	38.479
836.2275	42.467	38.477
835.8102	42.406	38.450
835.3929	42.411	38.258
834.9755	42.345	38.273
834.5579	42.212	38.286
834.1403	42.145	38.111
833.7227	42.025	38.066
833.3049	42.102	38.032
832.8870	42.032	38.005
832.4691	42.043	37.843
832.0510	42.021	37.898
831.6329	42.109	37.863
831.2146	42.195	37.598
830.7963	42.152	37.675
830.3779	42.171	37.647
829.9594	42.194	37.647
829.5408	42.196	37.689
829.1221	42.194	37.577
828.7034	42.204	37.571
828.2845	42.237	37.321
827.8656	42.238	37.314
827.4465	42.265	37.130
827.0275	42.270	36.969
826.6082	42.275	36.859
826.1889	42.235	36.749
825.7695	42.266	36.665
825.3500	42.268	36.579
824.9305	42.257	36.499
824.5108	42.266	36.421
824.0911	42.231	36.318
823.6713	42.159	36.232
823.2513	42.141	36.166
822.8313	42.148	36.106
822.4112	42.104	36.066
821.9910	42.136	36.065
821.5707	42.123	35.995
821.1503	42.069	35.942
820.7299	42.008	35.870
820.3093	42.010	35.816
819.8886	42.118	35.752
819.4679	42.124	35.672
819.0471	42.118	35.637
818.6262	42.105	35.572
818.2051	42.125	35.473
817.7841	42.108	35.394
817.3629	42.080	35.356
816.9416	42.081	35.318
816.5202	42.032	35.248
816.0988	42.002	35.189
815.6772	41.992	35.090
815.2556	42.024	35.027
814.8338	42.019	34.970
814.4120	42.002	34.884
813.9901	41.967	34.867
813.5681	42.013	34.824
813.1460	41.995	34.729
812.7238	41.993	34.668
812.3015	41.975	34.572
811.8792	41.933	34.539
811.4567	41.945	34.486
811.0341	41.984	34.412
810.6115	41.945	34.406
810.1888	41.936	34.308
809.7659	41.967	34.195
809.3430	41.996	34.110
808.9200	42.022	33.975
808.4969	42.063	33.841
808.0737	42.119	33.749
807.6505	42.110	33.697
807.2271	42.117	33.616
806.8036	42.152	33.502
806.3801	42.188	33.413
805.9564	42.245	33.305
805.5327	42.299	33.202
805.1089	42.362	33.074
804.6850	42.373	32.991
804.2610	42.388	32.888
803.8369	42.405	32.801
803.4127	42.452	32.711
802.9884	42.478	32.641
802.5640	42.488	32.561
802.1396	42.500	32.466
801.7150	42.526	32.399
801.2903	42.570	32.290
800.8657	42.601	32.230
800.4408	42.614	32.135
800.0159	42.645	32.059
799.5909	42.672	31.941
799.1658	42.683	31.859
798.7406	42.696	31.747
798.3153	42.736	31.676
797.8899	42.764	31.558
797.4644	42.764	31.477
797.0389	42.769	31.353
796.6132	42.766	31.243
796.1875	42.793	31.139
795.7617	42.813	31.027
795.3357	42.866	30.911
794.9097	42.898	30.791
794.4836	42.948	30.645
794.0574	42.964	30.564
793.6310	42.968	30.457
793.2047	43.007	30.337
792.7782	43.031	30.227
792.3516	43.048	30.152
791.9249	43.041	30.059
791.4982	43.076	29.960
791.0714	43.092	29.878
790.6444	43.105	29.792
790.2173	43.148	29.699
789.7902	43.180	29.590
789.3630	43.203	29.491
788.9357	43.234	29.418
788.5083	43.244	29.318
788.0807	43.229	29.254
787.6532	43.230	29.169
787.2255	43.251	29.088
786.7977	43.265	28.953
786.3699	43.263	28.856
785.9419	43.276	28.776
785.5139	43.302	28.675
785.0857	43.308	28.564
784.6575	43.336	28.442
784.2291	43.352	28.373
783.8007	43.369	28.273
783.3722	43.380	28.172
782.9435	43.424	28.063
782.5148	43.430	27.983
782.0861	43.422	27.919
781.6572	43.429	27.836
781.2282	43.440	27.737
780.7991	43.464	27.655
780.3699	43.478	27.565
779.9407	43.505	27.477
779.5113	43.528	27.383
779.0818	43.579	27.272
778.6523	43.609	27.142
778.2227	43.633	27.032
777.7930	43.672	26.942
777.3632	43.698	26.850
776.9332	43.742	26.744
776.5032	43.768	26.636
776.0731	43.782	26.537
775.6429	43.800	26.410
775.2126	43.844	26.309
774.7822	43.885	26.203
774.3517	43.898	26.134
773.9212	43.913	26.027
773.4905	43.928	25.928
773.0598	43.941	25.834
772.6289	43.970	25.726
772.1980	44.018	25.598
771.7669	44.034	25.490
771.3358	44.054	25.394
770.9046	44.076	25.285
770.4733	44.095	25.185
770.0419	44.114	25.093
769.6104	44.139	24.989
769.1787	44.161	24.893
768.7471	44.177	24.811
768.3152	44.199	24.710
767.8834	44.226	24.582
767.4514	44.255	24.440
767.0193	44.285	24.322
766.5872	44.311	24.208
766.1549	44.342	24.082
765.7225	44.373	23.990
765.2901	44.405	23.898
764.8575	44.426	23.807
764.4249	44.429	23.709
763.9922	44.442	23.617
763.5593	44.477	23.500
763.1264	44.508	23.407
762.6934	44.518	23.271
762.2603	44.554	23.150
761.8271	44.567	23.038
761.3938	44.612	22.923
760.9604	44.650	22.795
760.5269	44.668	22.686
760.0933	44.694	22.566
759.6597	44.718	22.441
759.2259	44.755	22.339
758.7921	44.767	22.250
758.3581	44.796	22.124
757.9240	44.824	22.008
757.4899	44.851	21.889
757.0556	44.883	21.786
756.6213	44.903	21.673
756.1868	44.941	21.531
755.7523	44.948	21.425
755.3177	44.958	21.311
754.8830	44.989	21.207
754.4482	45.013	21.102
754.0132	45.024	20.999
753.5782	45.023	20.883
753.1431	45.032	20.762
752.7079	45.047	20.650
752.2726	45.074	20.529
751.8373	45.100	20.408
751.4018	45.124	20.259
750.9662	45.145	20.140
750.5306	45.169	20.025
750.0948	45.195	19.886
749.6589	45.210	19.766
749.2230	45.222	19.650
748.7869	45.237	19.533
748.3508	45.248	19.396
747.9146	45.248	19.286
747.4782	45.271	19.178
747.0417	45.282	19.047
746.6052	45.294	18.905
746.1686	45.315	18.761
745.7319	45.326	18.623
745.2950	45.338	18.489
744.8582	45.358	18.346
744.4211	45.368	18.223
743.9841	45.358	18.103
743.5468	45.380	17.958
743.1096	45.389	17.831
742.6722	45.395	17.721
742.2347	45.414	17.587
741.7971	45.423	17.436
741.3594	45.436	17.298
740.9216	45.434	17.175
740.4838	45.447	17.050
740.0458	45.456	16.939
739.6077	45.462	16.818
739.1696	45.470	16.681
738.7313	45.475	16.560
738.2930	45.485	16.412
737.8545	45.491	16.274
737.4160	45.495	16.142
736.9773	45.516	16.005
736.5386	45.525	15.875
736.0997	45.532	15.750
735.6608	45.537	15.628
735.2218	45.540	15.497
734.7827	45.550	15.381
734.3434	45.544	15.236
733.9041	45.553	15.085
733.4647	45.553	14.949
733.0252	45.558	14.826
732.5856	45.564	14.668
732.1459	45.574	14.533
731.7061	45.580	14.393
731.2662	45.582	14.277
730.8262	45.588	14.140
730.3861	45.601	14.022
729.9459	45.607	13.879
729.5057	45.628	13.733
729.0653	45.634	13.569
728.6248	45.632	13.423
728.1843	45.631	13.286
727.7436	45.634	13.144
727.3028	45.635	13.016
726.8619	45.640	12.861
726.4210	45.636	12.721
725.9799	45.637	12.577
725.5388	45.653	12.419
725.0975	45.665	12.254
724.6561	45.672	12.107
724.2147	45.678	11.963
723.7732	45.679	11.813
723.3315	45.685	11.669
722.8898	45.684	11.501
722.4479	45.685	11.349
722.0060	45.689	11.198
721.5640	45.697	11.022
721.1218	45.694	10.872
720.6796	45.691	10.732
720.2373	45.692	10.573
719.7949	45.683	10.440
719.3524	45.681	10.290
718.9097	45.685	10.133
718.4670	45.682	9.975
718.0242	45.685	9.804
717.5813	45.700	9.641
717.1383	45.709	9.473
716.6952	45.713	9.312
716.2520	45.716	9.145
715.8087	45.716	8.959
715.3653	45.718	8.793
714.9218	45.714	8.645
714.4782	45.714	8.475
714.0345	45.718	8.291
713.5907	45.714	8.118
713.1469	45.721	7.933
712.7028	45.722	7.751
712.2588	45.720	7.573
711.8146	45.715	7.397
711.3703	45.717	7.219
710.9259	45.717	7.028
710.4814	45.712	6.857
710.0369	45.711	6.685
709.5922	45.700	6.508
709.1474	45.700	6.336
708.7026	45.695	6.163
708.2576	45.693	5.996
707.8125	45.683	5.820
707.3674	45.688	5.635
706.9221	45.686	5.455
706.4767	45.689	5.263
706.0313	45.690	5.068
705.5857	45.685	4.891
705.1401	45.679	4.715
704.6943	45.677	4.540
704.2484	45.671	4.357
703.8025	45.662	4.178
703.3564	45.649	3.982
702.9103	45.642	3.812
702.4641	45.638	3.623
702.0177	45.629	3.438
701.5712	45.619	3.255
701.1247	45.608	3.083
700.6780	45.600	2.902
700.2313	45.587	2.722
699.7844	45.576	2.536
699.3375	45.563	2.357
698.8904	45.547	2.173
698.4433	45.541	1.995
697.9961	45.527	1.801
697.5488	45.523	1.609
697.1013	45.507	1.432
696.6537	45.496	1.253
696.2061	45.482	1.063
695.7584	45.470	0.885
695.3105	45.465	0.696
694.8626	45.454	0.517
694.4146	45.442	0.336
693.9664	45.428	0.159
693.5182	45.409	359.980
693.0699	45.400	359.807
692.6215	45.376	359.633
692.1729	45.359	359.452
691.7243	45.341	359.282
691.2756	45.327	359.106
690.8267	45.314	358.929
690.3778	45.297	358.751
689.9288	45.278	358.573
689.4797	45.265	358.393
689.0304	45.252	358.218
688.5811	45.234	358.039
688.1317	45.212	357.867
687.6821	45.188	357.693
687.2325	45.166	357.505
686.7828	45.148	357.326
686.3329	45.125	357.154
685.8830	45.104	356.983
685.4330	45.090	356.809
684.9828	45.072	356.636
684.5327	45.047	356.462
684.0823	45.026	356.285
683.6319	45.001	356.104
683.1813	44.979	355.927
682.7307	44.957	355.743
682.2800	44.935	355.564
681.8292	44.912	355.382
681.3782	44.893	355.198
680.9272	44.866	355.015
680.4761	44.839	354.829
680.0248	44.816	354.644
679.5735	44.785	354.457
679.1221	44.765	354.272
678.6705	44.744	354.098
678.2189	44.717	353.917
677.7672	44.691	353.733
677.3154	44.663	353.551
676.8634	44.631	353.371
676.4114	44.604	353.198
675.9592	44.569	353.014
675.5070	44.541	352.839
675.0547	44.510	352.672
674.6022	44.484	352.492
674.1497	44.451	352.315
673.6971	44.420	352.145
673.2443	44.387	351.972
672.7915	44.350	351.796
672.3386	44.319	351.623
671.8855	44.285	351.450
671.4324	44.249	351.274
670.9791	44.213	351.097
670.5258	44.181	350.914
670.0723	44.144	350.736
669.6188	44.110	350.563
669.1651	44.072	350.392
668.7114	44.032	350.222
668.2575	43.992	350.055
667.8035	43.951	349.882
667.3495	43.908	349.705
666.8953	43.868	349.535
666.4411	43.827	349.360
665.9868	43.786	349.189
665.5323	43.740	349.011
665.0777	43.694	348.839
664.6230	43.651	348.668
664.1683	43.611	348.496
663.7134	43.566	348.324
663.2584	43.522	348.151
662.8034	43.472	347.980
662.3482	43.420	347.808
661.8929	43.377	347.639
661.4376	43.335	347.467
660.9821	43.283	347.297
660.5265	43.234	347.129
660.0708	43.183	346.965
659.6151	43.137	346.797
659.1592	43.089	346.631
658.7032	43.037	346.459
658.2471	42.980	346.288
657.7909	42.922	346.124
657.3346	42.869	345.959
656.8782	42.814	345.797
656.4218	42.757	345.626
655.9651	42.700	345.457
655.5084	42.642	345.286
655.0516	42.586	345.123
654.5947	42.527	344.962
654.1377	42.468	344.800
653.6806	42.407	344.631
653.2234	42.351	344.463
652.7661	42.294	344.297
652.3087	42.232	344.131
651.8511	42.172	343.968
651.3936	42.107	343.808
650.9358	42.043	343.650
650.4780	41.979	343.491
650.0201	41.922	343.328
649.5620	41.863	343.165
649.1039	41.805	343.006
648.6457	41.744	342.838
648.1873	41.681	342.674
647.7289	41.614	342.506
647.2703	41.549	342.338
646.8117	41.484	342.168
646.3530	41.421	342.002
645.8941	41.357	341.838
645.4351	41.294	341.671
644.9761	41.233	341.514
644.5169	41.170	341.338
644.0577	41.105	341.166
643.5983	41.036	341.001
643.1389	40.970	340.841
642.6793	40.900	340.682
642.2196	40.831	340.522
641.7598	40.768	340.362
641.2999	40.701	340.200
640.8400	40.636	340.034
640.3799	40.565	339.876
639.9197	40.495	339.707
639.4594	40.426	339.552
638.9990	40.356	339.389
638.5385	40.283	339.230
638.0779	40.214	339.079
637.6172	40.142	338.920
637.1564	40.072	338.765
636.6954	39.999	338.611
636.2344	39.930	338.448
635.7733	39.854	338.289
635.3121	39.776	338.140
634.8508	39.701	337.978
634.3893	39.630	337.826
633.9278	39.558	337.668
633.4662	39.493	337.507
633.0044	39.419	337.355
632.5425	39.348	337.208
632.0806	39.271	337.055
631.6186	39.191	336.916
631.1564	39.114	336.771
630.6942	39.034	336.611
630.2318	38.947	336.444
629.7693	38.851	336.292
629.3068	38.772	336.133
628.8441	38.685	335.989
628.3813	38.617	335.841
627.9184	38.536	335.683
627.4554	38.469	335.555
626.9923	38.386	335.407
626.5291	38.308	335.264
626.0658	38.210	335.119
625.6024	38.129	334.972
625.1389	38.047	334.860
624.6753	38.002	334.740
624.2115	37.910	334.624
623.7477	37.812	334.489
623.2838	37.721	334.359
622.8198	37.617	334.206
622.3557	37.482	333.975
621.8914	37.368	333.754
621.4271	37.254	333.527
620.9626	37.150	333.296
620.4980	37.060	333.088
620.0334	36.976	332.858
619.5687	36.918	332.623
619.1038	36.832	332.409
618.6388	36.734	332.198
618.1737	36.651	331.986
617.7086	36.566	331.777
617.2433	36.483	331.578
616.7779	36.402	331.376
616.3124	36.319	331.189
615.8468	36.225	331.007
615.3810	36.146	330.810
614.9153	36.055	330.629
614.4493	35.966	330.450
613.9833	35.883	330.285
613.5172	35.796	330.115
613.0510	35.719	329.950
612.5847	35.643	329.794
612.1182	35.565	329.640
611.6517	35.486	329.485
611.1850	35.409	329.339
610.7183	35.328	329.197
610.2514	35.252	329.051
609.7844	35.172	328.908
609.3173	35.096	328.773
608.8502	35.025	328.645
608.3829	34.953	328.527
607.9155	34.880	328.407
607.4480	34.810	328.294
606.9804	34.736	328.186
606.5127	34.663	328.073
606.0449	34.585	327.968
605.5770	34.509	327.873
605.1089	34.437	327.775
604.6408	34.364	327.677
604.1726	34.297	327.584
603.7042	34.229	327.496
603.2358	34.157	327.414
602.7673	34.084	327.330
602.2986	34.007	327.252
601.8298	33.935	327.169
601.3610	33.860	327.094
600.8920	33.786	327.021
600.4229	33.710	326.952
599.9537	33.636	326.883
599.4844	33.562	326.817
599.0150	33.490	326.762
598.5455	33.409	326.694
598.0759	33.333	326.628
597.6062	33.255	326.575
597.1364	33.180	326.524
596.6664	33.107	326.466
596.1964	33.030	326.418
595.7263	32.952	326.367
595.2560	32.869	326.319
594.7857	32.775	326.279
594.3152	32.690	326.231
593.8447	32.601	326.180
593.3740	32.512	326.134
592.9032	32.432	326.089
592.4323	32.346	326.036
591.9613	32.261	325.988
591.4902	32.178	325.943
591.0190	32.105	325.894
590.5477	32.018	325.846
590.0763	31.942	325.795
589.6048	31.839	325.747
589.1331	31.747	325.695
588.6614	31.645	325.616
588.1896	31.558	325.558
587.7176	31.477	325.497
587.2455	31.396	325.419
586.7734	31.303	325.338
586.3011	31.207	325.206
585.8287	31.091	325.080
585.3563	30.999	324.923
584.8837	30.903	324.751
584.4109	30.795	324.539
583.9382	30.691	324.326
583.4652	30.614	324.183
582.9922	30.527	324.037
582.5191	30.450	323.905
582.0458	30.376	323.790
581.5725	30.305	323.682
581.0991	30.215	323.573
580.6255	30.098	323.482
580.1519	29.998	323.372
579.6780	29.911	323.259
579.2042	29.809	323.153
578.7302	29.712	323.048
578.2561	29.613	322.950
577.7819	29.507	322.845
577.3076	29.410	322.740
576.8332	29.327	322.631
576.3586	29.224	322.541
575.8840	29.134	322.447
575.4093	29.043	322.354
574.9344	28.950	322.256
574.4595	28.854	322.165
573.9844	28.757	322.068
573.5092	28.659	321.968
573.0339	28.561	321.869
572.5586	28.465	321.776
572.0831	28.369	321.681
571.6075	28.277	321.583
571.1318	28.182	321.498
570.6559	28.091	321.413
570.1801	27.996	321.329
569.7040	27.897	321.243
569.2278	27.803	321.157
568.7516	27.706	321.067
568.2753	27.609	320.977
567.7988	27.513	320.885
567.3222	27.415	320.794
566.8455	27.319	320.712
566.3687	27.225	320.624
565.8918	27.128	320.545
565.4149	27.032	320.463
564.9377	26.932	320.379
564.4605	26.831	320.298
563.9832	26.731	320.210
563.5057	26.628	320.128
563.0282	26.525	320.038
562.5505	26.427	319.954
562.0728	26.326	319.870
561.5948	26.227	319.787
561.1169	26.126	319.701
560.6388	26.025	319.615
560.1606	25.925	319.530
559.6823	25.822	319.441
559.2039	25.719	319.352
558.7253	25.613	319.272
558.2467	25.511	319.196
557.7679	25.409	319.115
557.2891	25.308	319.034
556.8102	25.205	318.958
556.3311	25.103	318.880
555.8519	24.999	318.809
555.3726	24.896	318.727
554.8932	24.790	318.647
554.4137	24.685	318.571
553.9341	24.583	318.495
553.4543	24.479	318.418
552.9745	24.370	318.337
552.4946	24.261	318.265
552.0145	24.155	318.198
551.5344	24.048	318.127
551.0541	23.939	318.060
550.5737	23.829	317.989
550.0933	23.722	317.917
549.6127	23.611	317.842
549.1320	23.502	317.773
548.6511	23.389	317.706
548.1702	23.278	317.638
547.6891	23.165	317.568
547.2080	23.055	317.499
546.7267	22.944	317.437
546.2454	22.831	317.374
545.7639	22.721	317.313
545.2823	22.611	317.252
544.8007	22.497	317.191
544.3188	22.383	317.127
543.8369	22.269	317.070
543.3549	22.159	317.012
