Source : TiO2_Si_Sputtering_50min_muestra2.D1.11h 07mn 53s
Spectrum : 1

Wavelength	Psi	Delta
675.9592	10.715	166.418
675.5070	10.719	166.404
675.0547	10.723	166.407
674.6022	10.725	166.407
674.1497	10.729	166.403
673.6971	10.728	166.397
673.2443	10.733	166.402
672.7915	10.735	166.397
672.3386	10.740	166.378
671.8855	10.744	166.359
671.4324	10.747	166.346
670.9791	10.751	166.341
670.5258	10.754	166.329
670.0723	10.758	166.322
669.6188	10.760	166.322
669.1651	10.763	166.325
668.7114	10.767	166.325
668.2575	10.771	166.331
667.8035	10.774	166.314
667.3495	10.777	166.308
666.8953	10.781	166.315
666.4411	10.784	166.314
665.9868	10.788	166.325
665.5323	10.792	166.322
665.0777	10.794	166.321
664.6230	10.797	166.313
664.1683	10.800	166.317
663.7134	10.806	166.314
663.2584	10.807	166.320
662.8034	10.809	166.316
662.3482	10.811	166.321
661.8929	10.813	166.317
661.4376	10.815	166.312
660.9821	10.820	166.303
660.5265	10.824	166.312
660.0708	10.828	166.317
659.6151	10.833	166.312
659.1592	10.839	166.303
658.7032	10.843	166.291
658.2471	10.845	166.288
657.7909	10.848	166.294
657.3346	10.853	166.304
656.8782	10.858	166.301
656.4218	10.862	166.301
655.9651	10.865	166.291
655.5084	10.869	166.280
655.0516	10.872	166.276
654.5947	10.876	166.264
654.1377	10.880	166.260
653.6806	10.883	166.255
653.2234	10.885	166.260
652.7661	10.889	166.258
652.3087	10.891	166.263
651.8511	10.895	166.256
651.3936	10.901	166.253
650.9358	10.905	166.245
650.4780	10.910	166.235
650.0201	10.915	166.234
649.5620	10.922	166.239
649.1039	10.925	166.243
648.6457	10.927	166.235
648.1873	10.933	166.242
647.7289	10.936	166.230
647.2703	10.942	166.231
646.8117	10.945	166.234
646.3530	10.947	166.231
645.8941	10.948	166.235
645.4351	10.952	166.226
644.9761	10.957	166.230
644.5169	10.958	166.215
644.0577	10.962	166.203
643.5983	10.966	166.193
643.1389	10.970	166.191
642.6793	10.973	166.199
642.2196	10.975	166.185
641.7598	10.979	166.183
641.2999	10.983	166.170
640.8400	10.989	166.165
640.3799	10.992	166.162
639.9197	10.998	166.155
639.4594	11.001	166.147
638.9990	11.002	166.140
638.5385	11.006	166.138
638.0779	11.007	166.140
637.6172	11.009	166.135
637.1564	11.012	166.135
636.6954	11.014	166.136
636.2344	11.018	166.125
635.7733	11.021	166.120
635.3121	11.020	166.115
634.8508	11.026	166.104
634.3893	11.028	166.108
633.9278	11.035	166.107
633.4662	11.045	166.102
633.0044	11.050	166.107
632.5425	11.054	166.112
632.0806	11.056	166.117
631.6186	11.054	166.126
631.1564	11.056	166.133
630.6942	11.053	166.127
630.2318	11.051	166.117
629.7693	11.044	166.119
629.3068	11.050	166.110
628.8441	11.046	166.111
628.3813	11.057	166.110
627.9184	11.064	166.098
627.4554	11.076	166.117
626.9923	11.079	166.099
626.5291	11.074	166.104
626.0658	11.073	166.104
625.6024	11.074	166.116
625.1389	11.079	166.149
624.6753	11.087	166.158
624.2115	11.082	166.192
623.7477	11.081	166.217
623.2838	11.098	166.246
622.8198	11.102	166.258
622.3557	11.100	166.167
621.8914	11.098	166.085
621.4271	11.094	165.999
620.9626	11.085	165.892
620.4980	11.071	165.804
620.0334	11.069	165.706
619.5687	11.077	165.600
619.1038	11.071	165.516
618.6388	11.061	165.438
618.1737	11.059	165.357
617.7086	11.050	165.278
617.2433	11.042	165.200
616.7779	11.039	165.125
616.3124	11.031	165.074
615.8468	11.019	165.027
615.3810	11.017	164.959
614.9153	11.005	164.899
614.4492	10.996	164.846
613.9833	10.989	164.806
613.5172	10.984	164.757
613.0510	10.981	164.720
612.5847	10.977	164.696
612.1182	10.975	164.666
611.6516	10.972	164.638
611.1850	10.970	164.613
610.7183	10.968	164.594
610.2514	10.967	164.571
609.7844	10.965	164.552
609.3173	10.968	164.550
608.8502	10.972	164.541
608.3829	10.973	164.541
607.9156	10.978	164.549
607.4480	10.985	164.557
606.9804	10.991	164.578
606.5127	10.999	164.589
606.0449	11.007	164.609
605.5770	11.016	164.633
605.1089	11.026	164.661
604.6408	11.035	164.682
604.1726	11.049	164.710
603.7042	11.064	164.749
603.2358	11.078	164.787
602.7673	11.092	164.835
602.2986	11.104	164.882
601.8298	11.117	164.920
601.3610	11.132	164.969
600.8920	11.147	165.019
600.4229	11.163	165.066
599.9537	11.179	165.119
599.4844	11.197	165.178
599.0150	11.218	165.247
598.5455	11.237	165.305
598.0759	11.257	165.358
597.6062	11.274	165.421
597.1364	11.296	165.491
596.6664	11.322	165.555
596.1964	11.343	165.624
595.7263	11.366	165.696
595.2560	11.385	165.766
594.7857	11.400	165.844
594.3152	11.419	165.911
593.8447	11.438	165.977
593.3741	11.457	166.051
592.9032	11.483	166.115
592.4323	11.508	166.179
591.9613	11.538	166.244
591.4902	11.566	166.316
591.0190	11.602	166.385
590.5477	11.623	166.456
590.0763	11.658	166.518
589.6048	11.675	166.582
589.1331	11.696	166.649
588.6614	11.707	166.682
588.1896	11.725	166.742
