Source : Fit
Spectrum : 1

Wavelength	Psi	Delta
560.1606	12.171	166.173
559.6823	12.182	166.178
559.2039	12.193	166.182
558.7253	12.204	166.187
558.2467	12.215	166.192
557.7679	12.226	166.197
557.2891	12.237	166.201
556.8102	12.248	166.206
556.3311	12.259	166.211
555.8519	12.271	166.216
555.3726	12.282	166.221
554.8932	12.293	166.226
554.4137	12.305	166.232
553.9341	12.316	166.237
553.4543	12.328	166.242
552.9745	12.339	166.248
552.4946	12.351	166.254
552.0145	12.362	166.259
551.5345	12.374	166.265
551.0541	12.385	166.271
550.5737	12.397	166.278
550.0933	12.409	166.285
549.6126	12.421	166.292
549.1320	12.433	166.299
548.6511	12.444	166.306
548.1702	12.456	166.313
547.6891	12.468	166.321
547.2080	12.480	166.328
546.7267	12.493	166.336
546.2454	12.505	166.343
545.7639	12.517	166.352
545.2823	12.529	166.361
544.8007	12.542	166.370
544.3188	12.554	166.378
543.8369	12.566	166.388
543.3549	12.579	166.397
542.8728	12.591	166.408
542.3905	12.604	166.418
541.9082	12.617	166.428
541.4257	12.630	166.438
540.9431	12.642	166.449
540.4604	12.655	166.459
539.9777	12.668	166.470
539.4948	12.681	166.481
539.0118	12.695	166.490
538.5286	12.708	166.489
538.0454	12.722	166.488
537.5621	12.735	166.487
537.0786	12.749	166.486
536.5950	12.763	166.485
536.1114	12.776	166.485
535.6276	12.790	166.484
535.1437	12.804	166.483
534.6597	12.818	166.483
534.1756	12.831	166.484
533.6913	12.845	166.486
533.2070	12.859	166.489
532.7226	12.873	166.491
532.2380	12.887	166.494
531.7534	12.901	166.499
531.2686	12.915	166.504
530.7837	12.929	166.510
530.2987	12.943	166.516
529.8136	12.957	166.521
529.3284	12.971	166.527
528.8430	12.986	166.533
528.3576	13.000	166.540
527.8720	13.015	166.546
527.3864	13.029	166.550
526.9006	13.044	166.552
526.4147	13.059	166.554
525.9287	13.073	166.557
525.4426	13.088	166.559
524.9564	13.103	166.561
524.4700	13.118	166.564
523.9836	13.133	166.567
523.4971	13.148	166.569
523.0104	13.163	166.571
522.5236	13.178	166.572
522.0367	13.194	166.573
521.5497	13.209	166.574
521.0626	13.224	166.575
520.5754	13.239	166.575
520.0881	13.255	166.574
519.6006	13.270	166.573
519.1131	13.286	166.573
518.6254	13.301	166.572
518.1377	13.317	166.572
517.6498	13.332	166.572
517.1618	13.348	166.571
516.6737	13.364	166.571
516.1855	13.379	166.570
515.6971	13.395	166.568
515.2087	13.411	166.566
514.7202	13.427	166.565
514.2314	13.443	166.564
513.7427	13.459	166.563
513.2538	13.475	166.561
512.7648	13.491	166.561
512.2757	13.508	166.560
511.7864	13.524	166.559
511.2971	13.540	166.558
510.8076	13.556	166.558
510.3181	13.572	166.557
509.8284	13.588	166.557
509.3386	13.605	166.557
508.8488	13.621	166.557
508.3587	13.637	166.558
507.8686	13.653	166.558
507.3784	13.670	166.559
506.8880	13.687	166.559
506.3976	13.703	166.560
505.9070	13.720	166.559
505.4163	13.736	166.555
504.9255	13.753	166.551
504.4346	13.769	166.547
503.9436	13.786	166.543
503.4525	13.803	166.539
502.9612	13.819	166.535
502.4698	13.836	166.532
501.9784	13.853	166.529
501.4868	13.870	166.526
500.9951	13.887	166.523
500.5033	13.904	166.520
500.0114	13.921	166.517
499.5193	13.938	166.515
499.0272	13.955	166.512
498.5349	13.972	166.510
498.0426	13.990	166.508
497.5501	14.007	166.506
497.0575	14.025	166.504
496.5648	14.042	166.503
496.0720	14.060	166.501
495.5790	14.078	166.499
495.0860	14.095	166.498
494.5928	14.113	166.496
494.0995	14.131	166.495
493.6062	14.149	166.494
