Source : TiO2_Si_Sputtering_50min_sincinta.Y1.13h 57mn 08s
Spectrum : 1

Wavelength	Psi	Delta
554.8932	11.119	165.172
554.4137	11.128	165.171
553.9341	11.137	165.176
553.4543	11.146	165.185
552.9745	11.153	165.190
552.4946	11.161	165.199
552.0145	11.171	165.204
551.5345	11.181	165.207
551.0541	11.189	165.211
550.5737	11.196	165.225
550.0933	11.204	165.236
549.6126	11.210	165.237
549.1320	11.218	165.241
548.6511	11.226	165.241
548.1702	11.234	165.245
547.6891	11.242	165.246
547.2080	11.249	165.255
546.7267	11.258	165.260
546.2454	11.266	165.271
545.7639	11.274	165.289
545.2823	11.281	165.293
544.8007	11.289	165.303
544.3188	11.298	165.303
543.8369	11.306	165.320
543.3549	11.314	165.329
542.8728	11.319	165.335
542.3905	11.327	165.343
541.9082	11.336	165.349
541.4257	11.345	165.362
540.9431	11.353	165.363
540.4604	11.360	165.376
539.9777	11.369	165.378
539.4948	11.377	165.382
539.0118	11.385	165.385
538.5286	11.392	165.392
538.0454	11.399	165.404
537.5621	11.406	165.410
537.0786	11.414	165.412
536.5950	11.422	165.418
536.1114	11.431	165.424
535.6276	11.439	165.432
535.1437	11.447	165.438
534.6597	11.454	165.441
534.1756	11.463	165.446
533.6913	11.470	165.454
533.2070	11.479	165.459
532.7226	11.490	165.471
532.2380	11.500	165.470
531.7534	11.511	165.477
531.2686	11.522	165.498
530.7837	11.533	165.514
530.2987	11.544	165.525
529.8136	11.554	165.535
529.3284	11.564	165.548
528.8430	11.572	165.560
528.3576	11.586	165.564
527.8720	11.598	165.567
527.3864	11.609	165.573
526.9006	11.622	165.586
526.4147	11.636	165.598
525.9287	11.650	165.606
525.4426	11.666	165.620
524.9564	11.678	165.622
524.4700	11.691	165.627
523.9836	11.706	165.635
523.4971	11.723	165.641
523.0104	11.738	165.639
522.5236	11.754	165.651
522.0367	11.771	165.651
521.5497	11.786	165.650
521.0626	11.799	165.658
520.5754	11.816	165.664
520.0881	11.832	165.663
519.6006	11.849	165.668
519.1131	11.866	165.673
518.6254	11.884	165.686
518.1377	11.899	165.697
517.6498	11.917	165.700
517.1618	11.930	165.701
516.6737	11.946	165.714
516.1855	11.962	165.715
515.6971	11.981	165.714
515.2087	11.998	165.720
514.7202	12.016	165.735
514.2314	12.035	165.741
513.7427	12.052	165.753
513.2538	12.073	165.765
512.7648	12.090	165.772
512.2757	12.106	165.782
511.7864	12.126	165.787
511.2971	12.144	165.791
510.8076	12.162	165.797
510.3181	12.179	165.792
509.8284	12.194	165.791
509.3386	12.208	165.795
508.8488	12.226	165.787
508.3587	12.247	165.786
507.8686	12.265	165.779
507.3784	12.282	165.772
506.8880	12.296	165.768
506.3976	12.313	165.770
505.9070	12.326	165.770
505.4163	12.347	165.760
504.9255	12.368	165.750
504.4346	12.388	165.730
503.9436	12.405	165.728
503.4525	12.419	165.714
502.9612	12.436	165.698
502.4698	12.453	165.692
501.9784	12.469	165.686
501.4868	12.485	165.685
500.9951	12.501	165.679
500.5033	12.519	165.669
500.0114	12.537	165.659
499.5193	12.553	165.645
499.0272	12.567	165.637
498.5349	12.583	165.626
498.0426	12.599	165.615
497.5501	12.614	165.600
497.0575	12.633	165.585
496.5648	12.653	165.574
496.0720	12.671	165.564
495.5790	12.687	165.560
495.0860	12.706	165.535
494.5928	12.721	165.521
494.0995	12.740	165.507
493.6062	12.758	165.493
493.1127	12.775	165.481
492.6190	12.795	165.470
492.1253	12.815	165.458
491.6315	12.831	165.453
491.1375	12.847	165.445
490.6435	12.866	165.421
490.1493	12.885	165.410
489.6550	12.902	165.402
489.1606	12.923	165.391
488.6661	12.943	165.381
488.1714	12.968	165.365
487.6767	12.988	165.351
487.1818	13.009	165.343
486.6869	13.031	165.329
486.1918	13.052	165.314
485.6966	13.070	165.303
485.2013	13.093	165.291
484.7058	13.111	165.273
484.2103	13.133	165.263
483.7146	13.157	165.252
483.2189	13.181	165.244
482.7230	13.204	165.234
482.2270	13.223	165.229
481.7309	13.242	165.213
481.2346	13.260	165.207
480.7383	13.280	165.207
480.2419	13.303	165.200
479.7453	13.325	165.195
479.2486	13.345	165.197
478.7518	13.364	165.201
478.2549	13.384	165.206
477.7579	13.403	165.200
477.2608	13.424	165.197
476.7635	13.443	165.197
476.2662	13.466	165.204
475.7687	13.490	165.198
475.2711	13.511	165.201
474.7734	13.530	165.205
474.2756	13.550	165.208
473.7776	13.567	165.207
473.2796	13.582	165.210
472.7814	13.599	165.208
472.2831	13.614	165.206
471.7848	13.630	165.210
471.2863	13.653	165.204
470.7876	13.670	165.202
470.2889	13.689	165.211
469.7900	13.708	165.215
469.2911	13.725	165.227
468.7920	13.750	165.230
468.2928	13.774	165.238
467.7935	13.794	165.253
467.2941	13.814	165.270
466.7945	13.839	165.295
466.2949	13.863	165.316
465.7951	13.887	165.336
465.2952	13.903	165.354
464.7952	13.927	165.373
464.2951	13.945	165.391
463.7949	13.961	165.409
463.2946	13.974	165.442
462.7941	13.993	165.457
462.2935	14.013	165.475
461.7928	14.030	165.510
461.2921	14.050	165.524
460.7911	14.067	165.535
460.2901	14.087	165.547
459.7889	14.106	165.568
459.2877	14.128	165.592
458.7863	14.148	165.618
458.2848	14.172	165.638
457.7832	14.188	165.658
457.2815	14.205	165.679
456.7796	14.229	165.702
456.2777	14.253	165.733
455.7756	14.274	165.765
455.2734	14.303	165.788
454.7711	14.328	165.825
454.2687	14.355	165.849
453.7662	14.382	165.871
453.2635	14.410	165.892
452.7608	14.438	165.912
452.2579	14.466	165.933
451.7549	14.495	165.953
451.2518	14.524	165.972
450.7485	14.554	165.992
450.2452	14.585	166.011

