Source : TiO2_Si_Sputtering_50min_muestra2_sincinta.Z1.13h 53mn 55s
Spectrum : 1

Wavelength	Psi	Delta
580.1519	11.216	166.721
579.6780	11.225	166.707
579.2042	11.226	166.692
578.7303	11.236	166.676
578.2561	11.242	166.673
577.7819	11.243	166.662
577.3076	11.245	166.641
576.8332	11.257	166.617
576.3586	11.259	166.617
575.8840	11.270	166.607
575.4093	11.280	166.602
574.9344	11.290	166.584
574.4595	11.298	166.583
573.9844	11.302	166.577
573.5092	11.309	166.567
573.0339	11.316	166.553
572.5586	11.323	166.544
572.0831	11.330	166.536
571.6075	11.339	166.526
571.1318	11.349	166.522
570.6559	11.360	166.517
570.1801	11.369	166.517
569.7040	11.375	166.512
569.2278	11.388	166.500
568.7516	11.397	166.495
568.2753	11.406	166.491
567.7989	11.414	166.481
567.3222	11.421	166.476
566.8455	11.431	166.466
566.3687	11.441	166.457
565.8918	11.449	166.460
565.4149	11.459	166.463
564.9377	11.466	166.462
564.4605	11.473	166.466
563.9832	11.478	166.462
563.5057	11.486	166.456
563.0282	11.493	166.449
562.5505	11.503	166.447
562.0728	11.512	166.451
561.5948	11.520	166.449
561.1169	11.528	166.443
560.6388	11.536	166.435
560.1606	11.544	166.437
559.6823	11.551	166.430
559.2039	11.558	166.426
558.7253	11.565	166.425
558.2467	11.575	166.427
557.7679	11.585	166.422
557.2891	11.595	166.426
556.8102	11.605	166.419
556.3311	11.614	166.417
555.8519	11.623	166.426
555.3726	11.632	166.418
554.8932	11.640	166.415
554.4137	11.648	166.410
553.9341	11.657	166.411
553.4543	11.667	166.408
552.9745	11.675	166.404
552.4946	11.682	166.408
552.0145	11.689	166.410
551.5345	11.699	166.408
551.0541	11.706	166.414
550.5737	11.713	166.414
550.0933	11.722	166.411
549.6126	11.730	166.403
549.1320	11.737	166.403
548.6511	11.745	166.397
548.1702	11.753	166.389
547.6891	11.760	166.389
547.2080	11.768	166.395
546.7267	11.775	166.402
546.2454	11.783	166.408
545.7639	11.791	166.412
545.2823	11.798	166.409
544.8007	11.805	166.407
544.3188	11.813	166.407
543.8369	11.821	166.409
543.3549	11.827	166.410
542.8728	11.831	166.410
542.3905	11.836	166.415
541.9082	11.843	166.408
541.4257	11.851	166.409
540.9431	11.857	166.406
540.4604	11.862	166.417
539.9777	11.869	166.412
539.4948	11.875	166.407
539.0118	11.883	166.408
538.5286	11.888	166.405
538.0454	11.893	166.409
537.5621	11.899	166.408
537.0786	11.904	166.398
536.5950	11.909	166.392
536.1114	11.915	166.392
535.6276	11.922	166.390
535.1437	11.928	166.389
534.6597	11.934	166.384
534.1756	11.943	166.372
533.6913	11.948	166.361
533.2070	11.957	166.358
532.7226	11.965	166.358
532.2380	11.972	166.350
531.7534	11.982	166.344
531.2686	11.990	166.347
530.7837	11.998	166.340
530.2987	12.005	166.343
529.8136	12.014	166.339
529.3284	12.022	166.340
528.8430	12.030	166.340
528.3576	12.040	166.334
527.8720	12.049	166.322
527.3864	12.057	166.318
526.9006	12.067	166.317
526.4147	12.078	166.320
525.9287	12.088	166.318
525.4426	12.098	166.318
524.9564	12.109	166.310
