# lams, desv_psi, desv_delta
844.969200 4.030379 24.502636
844.553800 3.888389 24.690263
844.138300 3.871286 24.460173
843.722700 3.865506 23.997138
843.307100 4.144460 23.636392
842.891400 4.100900 24.184418
842.475500 4.086894 24.282510
842.059600 4.270151 24.841375
841.643600 4.274685 24.712864
841.227500 4.085437 24.277059
840.811300 4.077805 23.875269
840.395100 4.271293 24.142581
839.978700 4.333966 24.183234
839.562300 4.288091 23.925117
839.145700 4.473942 23.754092
838.729100 4.640330 23.548500
838.312400 4.698805 23.494162
837.895600 4.728286 23.153567
837.478700 4.741063 22.900289
837.061700 4.791180 22.761857
836.644700 4.762419 22.584880
836.227500 4.792706 22.611594
835.810200 4.804061 22.581542
835.392900 4.801342 22.360708
834.975500 4.827100 22.311054
834.557900 4.815537 22.213009
834.140300 4.813091 22.248361
833.722700 4.821799 22.279606
833.304900 4.829881 22.281987
832.887000 4.819051 22.326367
832.469100 4.795854 22.359179
832.051000 4.779486 22.424057
831.632900 4.764828 22.424074
831.214600 4.744842 22.451336
830.796300 4.725669 22.458568
830.377900 4.718086 22.501544
829.959400 4.691282 22.565998
829.540800 4.645127 22.677887
829.122100 4.595123 22.789506
828.703400 4.542591 22.886374
828.284500 4.486193 22.941594
827.865600 4.444239 23.049139
827.446500 4.395313 23.132052
827.027500 4.336617 23.310774
826.608200 4.281854 23.456087
826.188900 4.223200 23.661955
825.769500 4.168853 23.837082
825.350000 4.108713 24.030129
824.930500 4.045482 24.213007
824.510800 3.978742 24.427239
824.091100 3.918990 24.656816
823.671300 3.850522 24.861360
823.251300 3.785363 25.126919
822.831300 3.721652 25.375131
822.411200 3.653303 25.618694
821.991000 3.596844 25.862732
821.570700 3.528242 26.099963
821.150300 3.459025 26.374945
820.729900 3.392617 26.636560
820.309300 3.325080 26.921743
819.888600 3.261402 27.188251
819.467900 3.193601 27.465323
819.047100 3.127060 27.744539
818.626200 3.057232 28.037104
818.205100 2.986831 28.319215
817.784100 2.915048 28.601955
817.362900 2.833767 28.918201
816.941600 2.763079 29.208324
816.520200 2.684659 29.506125
816.098800 2.606499 29.811825
815.677200 2.534172 30.119189
815.255600 2.453739 30.411824
814.833800 2.376422 30.706427
814.412000 2.306737 30.957775
813.990100 2.228343 31.228524
813.568100 2.150481 31.489846
813.146000 2.061119 31.759365
812.723800 1.971885 32.015514
812.301500 1.906714 32.245723
811.879200 1.805551 32.492089
811.456700 1.720000 32.723131
811.034100 1.637080 32.923134
810.611500 1.551807 33.138316
810.188800 1.470129 33.308940
809.765900 1.385814 33.475233
809.343000 1.295626 33.615902
808.920000 1.218439 33.738131
808.496900 1.130594 33.857580
808.073700 1.043132 33.946097
807.650500 0.960004 34.037261
807.227100 0.868940 34.103315
806.803600 0.785500 34.154457
806.380100 0.699884 34.191326
805.956400 0.622407 34.202733
805.532700 0.545644 34.210767
805.108900 0.468721 34.184070
804.685000 0.401060 34.181046
804.261000 0.334576 34.122233
803.836900 0.286870 34.080457
803.412700 0.254410 34.012619
802.988400 0.237153 33.934495
802.564000 0.244937 33.853408
802.139600 0.280886 33.721386
801.715000 0.330385 33.587104
801.290300 0.387599 33.461086
800.865700 0.446334 33.320720
800.440800 0.515582 33.136682
800.015900 0.578699 32.984188
799.590900 0.642184 32.807802
799.165800 0.703864 32.638062
798.740600 0.769794 32.443776
798.315300 0.832180 32.246315
797.889900 0.893698 32.052011
797.464400 0.955678 31.839425
797.038900 1.009939 31.622590
796.613200 1.066380 31.405938
796.187500 1.124806 31.158231
795.761700 1.178607 30.936220
795.335700 1.226459 30.708625
794.909700 1.279287 30.480917
794.483600 1.330711 30.228898
794.057400 1.378650 29.982370
793.631000 1.428161 29.713373
793.204700 1.472491 29.453625
792.778200 1.519831 29.176874
792.351600 1.561029 28.918320
791.924900 1.602383 28.646361
791.498200 1.641934 28.393025
791.071400 1.679427 28.148496
790.644400 1.713833 27.884623
790.217300 1.747050 27.623960
789.790200 1.782624 27.356068
789.363000 1.813392 27.098723
788.935700 1.844099 26.856395
788.508300 1.874297 26.581178
788.080700 1.901106 26.308241
787.653200 1.928557 26.046178
787.225500 1.950004 25.788955
786.797700 1.970395 25.535008
786.369900 1.991196 25.291741
785.941900 2.012603 25.037939
785.513900 2.032044 24.790443
785.085700 2.050499 24.530136
784.657500 2.068198 24.289619
784.229100 2.083313 24.056652
783.800700 2.098047 23.824444
783.372200 2.113175 23.587301
782.943500 2.127779 23.359979
782.514800 2.140083 23.134603
782.086100 2.149273 22.908705
781.657200 2.157474 22.685900
781.228200 2.165814 22.459783
780.799100 2.174685 22.232996
780.369900 2.183293 22.012009
779.940700 2.189254 21.796972
779.511300 2.195614 21.580863
779.081800 2.203033 21.370874
778.652300 2.211576 21.163518
778.222700 2.218532 20.962006
777.793000 2.223965 20.754825
777.363200 2.231851 20.555235
776.933200 2.238871 20.353904
776.503200 2.245092 20.164219
776.073100 2.252577 19.974579
775.642900 2.257610 19.791081
775.212600 2.263562 19.605654
774.782200 2.271441 19.425893
774.351700 2.276739 19.236164
773.921200 2.285358 19.062610
773.490500 2.294704 18.887404
773.059800 2.301674 18.708910
772.628900 2.313293 18.544151
772.198000 2.325912 18.381728
771.766900 2.338370 18.213459
771.335800 2.349633 18.048048
770.904600 2.363424 17.884122
770.473300 2.380199 17.738231
770.041900 2.392554 17.595719
769.610400 2.403656 17.438143
769.178700 2.427104 17.312506
768.747100 2.449638 17.203625
768.315200 2.461548 17.103896
767.883400 2.473866 16.962172
767.451400 2.500564 16.834409
767.019300 2.536974 16.701886
766.587200 2.567921 16.574825
766.154900 2.600148 16.443413
765.722500 2.640917 16.314335
765.290100 2.683662 16.239159
764.857500 2.729473 16.115731
764.424900 2.777901 16.007515
763.992200 2.840217 15.928818
763.559300 2.906592 15.844365
763.126400 2.974637 15.762785
762.693400 3.045927 15.658490
762.260300 3.130384 15.581452
761.827100 3.216484 15.513410
761.393800 3.313200 15.459717
760.960400 3.417186 15.420251
760.526900 3.524792 15.389635
760.093300 3.642447 15.384534
759.659700 3.768543 15.390401
759.225900 3.896162 15.408378
758.792100 4.021035 15.451145
758.358100 4.158954 15.503590
757.924000 4.283654 15.600868
757.489900 4.427322 15.683346
757.055600 4.573237 15.792221
756.621300 4.704912 15.952479
756.186800 4.849246 16.119102
755.752300 5.002712 16.293623
755.317700 5.153239 16.524611
754.883000 5.305639 16.739639
754.448200 5.441222 17.002848
754.013200 5.576383 17.298802
753.578200 5.701376 17.607961
753.143100 5.821541 17.945905
752.707900 5.910786 18.262270
752.272600 5.990717 18.548830
751.837300 6.058185 18.859074
751.401800 6.094240 19.206944
750.966200 6.121582 19.577460
750.530600 6.131816 19.976831
750.094800 6.140329 20.423740
749.658900 6.132366 20.885853
749.223000 6.112126 21.385403
748.786900 6.068065 21.909782
748.350800 5.997805 22.489480
747.914600 5.913274 23.107007
747.478200 5.817011 23.721148
747.041700 5.706633 24.441767
746.605200 5.573101 25.150039
746.168600 5.432125 25.943034
745.731900 5.286261 26.747540
745.295000 5.102863 27.608229
744.858200 4.945636 28.483848
744.421100 4.741486 29.407878
743.984100 4.526885 30.347077
743.546800 4.301898 31.309859
743.109600 4.085288 32.250634
742.672200 3.851151 33.219087
742.234700 3.625782 34.180808
741.797100 3.374407 35.116825
741.359400 3.156855 35.966889
740.921600 2.922328 36.887678
740.483800 2.718837 37.657426
740.045800 2.565329 38.310760
739.607700 2.454633 38.931475
739.169600 2.395286 39.416042
738.731300 2.399641 39.825077
738.293000 2.455916 40.244381
737.854500 2.566806 40.483467
737.416000 2.733968 40.622256
736.977300 2.945594 40.608815
736.538600 3.205778 40.672330
736.099700 3.483441 40.546159
735.660800 3.783563 40.468110
735.221800 4.103002 40.438791
734.782700 4.430243 40.323198
734.343400 4.767178 40.138075
733.904100 5.116215 40.095665
733.464700 5.456950 39.872664
733.025200 5.792524 39.515986
732.585600 6.129886 39.170749
732.145900 6.456087 38.777161
731.706100 6.764676 38.228001
731.266200 7.069875 37.630443
730.826200 7.364091 37.005182
730.386100 7.641046 36.310464
729.945900 7.882773 35.407978
729.505700 8.103174 34.592914
729.065300 8.306303 33.544729
728.624800 8.492558 32.478645
728.184300 8.667338 31.479424
727.743600 8.818275 30.457852
727.302800 8.954360 29.500514
726.861900 9.080282 28.512164
726.421000 9.177138 27.617959
725.979900 9.249590 26.823319
725.538800 9.309943 26.074355
725.097500 9.342886 25.537425
724.656100 9.347987 25.113358
724.214700 9.342595 24.873213
723.773200 9.317129 24.702748
723.331500 9.274409 24.549789
722.889800 9.210990 24.411084
722.447900 9.131794 24.308748
722.006000 9.035966 24.213027
721.564000 8.910393 24.194977
