# lams, desv_psi, desv_delta
663.713400 8.239582 2.142852
663.258400 8.323089 2.247365
662.803400 8.405661 2.367463
662.348200 8.485250 2.492175
661.892900 8.559230 2.618368
661.437600 8.637896 2.765943
660.982100 8.719013 2.929378
660.526500 8.796693 3.104965
660.070800 8.873025 3.292950
659.615100 8.951463 3.508381
659.159200 9.026225 3.752102
658.703200 9.100082 4.011132
658.247100 9.175687 4.314071
657.790900 9.251839 4.653309
657.334600 9.325730 5.035543
656.878200 9.395224 5.473808
656.421800 9.466336 5.977390
655.965100 9.533837 6.564571
655.508400 9.596419 7.246459
655.051600 9.655915 8.057114
654.594700 9.718508 9.063422
654.137700 9.772209 10.331040
653.680600 9.822435 11.902642
653.223400 9.862628 13.954844
652.766100 9.891984 16.704459
652.308700 9.906142 20.557052
651.851100 9.893729 26.134461
651.393600 9.832326 34.327563
650.935800 9.697008 45.448952
650.478000 9.448296 58.009145
650.020100 9.093986 68.903447
649.562000 8.674230 76.871476
649.103900 8.221311 82.336440
648.645700 7.757042 86.104875
648.187300 7.294966 88.829491
647.728900 6.846170 90.855800
647.270300 6.419420 92.442177
646.811700 6.019447 93.731798
646.353000 5.659574 94.748637
645.894100 5.347725 95.605265
645.435100 5.097192 96.340953
644.976100 4.914654 96.977861
644.516900 4.808817 97.543423
644.057700 4.790505 98.084014
643.598300 4.858084 98.601044
643.138900 5.006553 99.068395
642.679300 5.235442 99.579325
642.219600 5.530308 100.191928
641.759800 5.880674 101.143285
641.299900 6.274855 104.186306
640.840000 6.454129 111.452235
640.379900 6.295968 106.334310
639.919700 6.191121 105.814517
639.459400 6.154058 105.812356
638.999000 6.183027 102.059982
638.538500 6.278591 101.714234
638.077900 6.434756 101.257058
637.617200 6.653880 100.671664
637.156400 6.925722 99.993549
636.695400 7.242379 99.134494
636.234400 7.597507 98.017655
635.773300 7.986921 96.567123
635.312100 8.404841 94.594101
634.850800 8.845097 91.685857
634.389300 9.288181 87.365197
633.927800 9.724419 80.266993
633.466200 10.108728 68.538763
633.004400 10.394805 51.858076
632.542500 10.546621 36.063520
632.080600 10.603529 26.215484
631.618600 10.617152 20.333382
631.156400 10.599430 16.665003
630.694200 10.564077 14.229852
630.231800 10.538555 12.545635
629.769300 10.492399 11.265658
629.306800 10.451172 10.307986
628.844100 10.404258 9.526341
628.381300 10.352922 8.903121
627.918400 10.288069 8.370275
627.455400 10.238365 7.925468
626.992300 10.174684 7.541398
626.529100 10.110780 7.221564
626.065800 10.045412 6.917055
625.602400 9.966834 6.656952
625.138900 9.902470 6.409804
624.675300 9.811252 6.195115
624.211500 9.738965 5.993378
623.747700 9.680864 5.810004
623.283800 9.653053 5.650802
622.819800 9.599442 5.496761
622.355700 9.554401 5.390940
621.891400 9.475686 5.281134
621.427100 9.386347 5.183419
620.962600 9.264865 5.088794
620.498000 9.151519 5.010920
620.033400 9.061315 4.932679
619.568700 8.954294 4.859237
619.103800 8.869211 4.788666
618.638800 8.791774 4.711269
618.173700 8.725055 4.635841
617.708600 8.653505 4.565231
617.243300 8.574392 4.498498
616.777900 8.495379 4.427547
616.312400 8.414314 4.357920
615.846800 8.337233 4.287824
615.381000 8.251190 4.220251
614.915300 8.170154 4.154722
614.449300 8.086630 4.086422
613.983300 8.003105 4.022080
613.517200 7.917084 3.953679
613.051000 7.830060 3.887452
612.584700 7.744048 3.821191
612.118200 7.657534 3.755414
611.651700 7.571024 3.688125
611.185000 7.485513 3.625962
610.718300 7.400007 3.564151
610.251400 7.313503 3.504502
609.784400 7.228501 3.444242
609.317300 7.141500 3.383112
608.850200 7.052500 3.322886
608.382900 6.967001 3.264176
607.915500 6.882002 3.203109
607.448000 6.795504 3.143009
606.980400 6.709506 3.085391
