grosores: [ 7.77755717 76.89867316 54.91999052]
corriente: 38.43835486446683 mA/cm2
wavelength	Reflectance
300.0	0.27604472060326823
301.0	0.2712328908410698
302.0	0.26640989265427517
303.0	0.2615769719458586
304.0	0.25673540801172046
305.0	0.2518865102847693
306.0	0.24703159889783943
307.0	0.24217204169981113
308.0	0.2373092388100941
309.0	0.23244461484969056
310.0	0.22757960214115255
311.0	0.2227156274160318
312.0	0.21785421829405974
313.0	0.21299689090775864
314.0	0.20814518421435474
315.0	0.20330063665265236
316.0	0.1984648136849779
317.0	0.193639308087362
318.0	0.1888257432350026
319.0	0.17980069833915793
320.0	0.1708638801154048
321.0	0.16202743857827864
322.0	0.15330367815218138
323.0	0.1447053316129835
324.0	0.13624525049986336
325.0	0.12793667546570597
326.0	0.11979312387858199
327.0	0.11182853559812696
328.0	0.10405750617201745
329.0	0.09649492417993764
330.0	0.0891571587505267
331.0	0.08206144304711892
332.0	0.07522774368977705
333.0	0.06867818985846912
334.0	0.06243748451377768
335.0	0.056536361876634134
336.0	0.05101166856765871
337.0	0.045910099780176676
338.0	0.04128993738888218
339.0	0.03722722525273231
340.0	0.03381958597402761
341.0	0.031200792274035154
342.0	0.02954828580342093
343.0	0.02910136598211217
344.0	0.030189756438938828
345.0	0.029602139551181204
346.0	0.029028028529066233
347.0	0.02846783902182773
348.0	0.027924462828904623
349.0	0.027385597687183343
350.0	0.026860725962901726
351.0	0.026346369911154306
352.0	0.025852779115055655
353.0	0.02535819584755647
354.0	0.024884493080059866
355.0	0.02440667793899942
356.0	0.023952300460238288
357.0	0.02346677850214306
358.0	0.022989906986878864
359.0	0.022489541217575047
360.0	0.02200243729885267
361.0	0.021484366692752395
362.0	0.02095839221147787
363.0	0.020433128582206368
364.0	0.019902581884993577
365.0	0.019380284946276163
366.0	0.018811880435211106
367.0	0.018280460146724242
368.0	0.017796546878512093
369.0	0.017332904424552483
370.0	0.016912995524332005
371.0	0.01650354006727263
372.0	0.016129511438802112
373.0	0.015762151134280068
374.0	0.015504525225759793
375.0	0.015320554467936065
376.0	0.015171522148276158
377.0	0.01510130547961878
378.0	0.015030032904583131
379.0	0.015110205872119498
380.0	0.015196225918464534
381.0	0.015396870578920578
382.0	0.015659361486759244
383.0	0.015965692123238402
384.0	0.01635856755211861
385.0	0.016769696914462562
386.0	0.017358794120545775
387.0	0.017983918898719295
388.0	0.018680004013111713
389.0	0.01903578277682859
390.0	0.019423378370129477
391.0	0.019954284586222937
392.0	0.020515494219604868
393.0	0.021153958879674407
394.0	0.021860007458515903
395.0	0.022612752545604905
396.0	0.02349933560502567
397.0	0.02443211304166697
398.0	0.025500884576062456
399.0	0.026687723875302688
400.0	0.027935434098780684
401.0	0.02638919554752619
402.0	0.02496454859288376
403.0	0.02372256995510529
404.0	0.02265464050249941
405.0	0.021689568969497707
406.0	0.020851740372319117
407.0	0.020109731147552722
408.0	0.01946211735343745
409.0	0.01893915344118291
410.0	0.018496153315839484
411.0	0.018152751386859314
412.0	0.01790521957924853
413.0	0.01772613735129006
414.0	0.017646098913624304
415.0	0.017638448854005683
416.0	0.017684387338498177
417.0	0.017807230172958446
418.0	0.017978978948106617
419.0	0.01819679974945412
420.0	0.01848640245960532
421.0	0.018815998431435645
422.0	0.019193091420675743
423.0	0.019629489526151015
424.0	0.02009833383628598
425.0	0.020597390071159176
426.0	0.021121782431211066
427.0	0.02166730423187653
428.0	0.022254414536059815
429.0	0.022881980883370262
430.0	0.02352545733051625
431.0	0.024187745229947696
432.0	0.024867054080018543
433.0	0.025556542477946625
