grosores: [95.58484044 51.58381367]
corriente: 38.20062216464655 mA/cm2
wavelength	Reflectance
300.0	0.35191962582687053
301.0	0.3503726572589473
302.0	0.3487698291720457
303.0	0.34712294422286827
304.0	0.34542600154378406
305.0	0.34370833232821274
306.0	0.341971812144163
307.0	0.34024411893233586
308.0	0.33853428253377316
309.0	0.33686411544834427
310.0	0.3352397853880358
311.0	0.3337231204243845
312.0	0.3323131443523835
313.0	0.33104947961500897
314.0	0.32993644243455666
315.0	0.32902650623000557
316.0	0.3283632539554062
317.0	0.3279594247331524
318.0	0.3278451202226804
319.0	0.32806857003193496
320.0	0.32865504910158944
321.0	0.32963357063946347
322.0	0.33103066271695536
323.0	0.33286012490943695
324.0	0.33514269690890414
325.0	0.3378622551948108
326.0	0.34104666913227744
327.0	0.34463607449710926
328.0	0.3486697016711289
329.0	0.35311615501333626
330.0	0.35792583898561336
331.0	0.36312737358406255
332.0	0.36855856332697806
333.0	0.3742416894288897
334.0	0.38014417709858606
335.0	0.38620806144224684
336.0	0.39234921951053764
337.0	0.39851897989685836
338.0	0.4046537617841576
339.0	0.4107244769783534
340.0	0.41669073690337205
341.0	0.4225025972278664
342.0	0.42813744442213747
343.0	0.4335233490350504
344.0	0.43870084445984553
345.0	0.443610959831168
346.0	0.4482068587678367
347.0	0.45251147053400076
348.0	0.4564153998553051
349.0	0.4600495724611947
350.0	0.4632808134669799
351.0	0.4662081063862638
352.0	0.468678704617851
353.0	0.4708855302940965
354.0	0.47263178651102683
355.0	0.4738800455613863
356.0	0.47461164381782306
357.0	0.4747299067742078
358.0	0.4742645361692833
359.0	0.4726763046687179
360.0	0.4703213159446939
361.0	0.46660695223972504
362.0	0.4618618836718164
363.0	0.45575150857042207
364.0	0.44831494335314986
365.0	0.4398277771787045
366.0	0.4294006086892774
367.0	0.4184454075562748
368.0	0.4062358657162771
369.0	0.39411794682818935
370.0	0.38109145787211557
371.0	0.3681460536354602
372.0	0.35463914154173826
373.0	0.34104737901089394
374.0	0.327839417230347
375.0	0.31488264760331586
376.0	0.3020892705050048
377.0	0.28957824040663815
378.0	0.2771293394435376
379.0	0.2655986466356307
380.0	0.2541385528489293
381.0	0.24339314980158694
382.0	0.2330274336980763
383.0	0.22292392630420438
384.0	0.21327667256943605
385.0	0.2037792580581363
386.0	0.19518678911681714
387.0	0.18674807139229194
388.0	0.17860881572677018
389.0	0.1707667166054444
390.0	0.16312504039158093
391.0	0.15606969279243518
392.0	0.14918265500735037
393.0	0.14258766927780409
394.0	0.13624189545920892
395.0	0.13008769407178192
396.0	0.1243445479996648
397.0	0.11875166384749679
398.0	0.11350108187772967
399.0	0.10853096972706461
400.0	0.10371700853105922
401.0	0.09901288546270484
402.0	0.09446195621950997
403.0	0.09016941208087757
404.0	0.0861259336732151
405.0	0.08221724030042092
406.0	0.07855336636647967
407.0	0.07503895777314915
408.0	0.07164352500615519
409.0	0.06837095721270112
410.0	0.06521375092770569
411.0	0.0621987982833742
412.0	0.059322786139311134
413.0	0.05655338981652181
414.0	0.053984978396573895
415.0	0.05155417453313731
416.0	0.04921687322819378
417.0	0.04703391037969987
418.0	0.04494056216614625
419.0	0.042925828703733473
420.0	0.04096881925365124
421.0	0.03909122633819225
422.0	0.03729784883921472
423.0	0.03559746966141719
424.0	0.0339721332993093
425.0	0.03245565997457928
426.0	0.031062768387773883
427.0	0.029733411530179246
428.0	0.028473798463023742
429.0	0.02728179275497738
430.0	0.02614659686198008
431.0	0.025066752163306887
432.0	0.024040210316932407
433.0	0.02306330438290742
434.0	0.022181302326077956
435.0	0.021389957971894843
436.0	0.020639403883714005
437.0	0.019884688483837634
438.0	0.01910742084784353
439.0	0.018369587461736017
440.0	0.01768848868080678
441.0	0.01708741993730637
442.0	0.016518698135637992
443.0	0.015976172122367356
444.0	0.01544975977913936
445.0	0.014952690604012851
446.0	0.014483339056585368
447.0	0.01411085322710395
448.0	0.013759443790978073
449.0	0.01342818630329348
450.0	0.013067256283559729
451.0	0.012715835580642843
452.0	0.012385809012616442
453.0	0.01210914884426815
454.0	0.011882220382418499
455.0	0.011669699524496351
456.0	0.011473592092691866
457.0	0.01130201224933999
458.0	0.011141967866221552
459.0	0.010992758221260635
460.0	0.010868124662273543
461.0	0.010756292549824225
462.0	0.01065265675767725
463.0	0.010559123037992639
464.0	0.010475934667110526
465.0	0.01039873973628726
466.0	0.010327186290344062
467.0	0.010235257798140539
468.0	0.010148120146485444
469.0	0.010067338171966315
470.0	0.0100054384334628
471.0	0.009966306711883224
472.0	0.009930042788111175
473.0	0.009896410485929971
474.0	0.00983544507620431
475.0	0.009774207078479405
476.0	0.009719710079294164
477.0	0.00967729902362831
478.0	0.009685653522794645
479.0	0.009694523123845101
480.0	0.009703164934201062
481.0	0.009703324343501657
482.0	0.009691494286418325
483.0	0.009680373340827136
484.0	0.009669845071575804
485.0	0.009673462632848304
486.0	0.009682805395396912
487.0	0.009690384028579435
488.0	0.00969709810273782
489.0	0.009707950628651369
490.0	0.009718392033550193
491.0	0.009726837492248844
492.0	0.009734029825731608
493.0	0.009741529097941662
494.0	0.009747659736133679
495.0	0.009750736691235946
496.0	0.009753526522583504
497.0	0.009765438542868992
498.0	0.009775354901036752
499.0	0.009781709681732673
500.0	0.009786167652911348
501.0	0.009789525858839168
502.0	0.009791029025012256
503.0	0.0097890280586932
504.0	0.009785103202659198
505.0	0.00978301796193635
506.0	0.009778504370592779
507.0	0.009769968794799255
508.0	0.00975887462611192
509.0	0.009744203859438562
510.0	0.00972753379009409
511.0	0.009707699906429047
512.0	0.009685633022030736
513.0	0.009667835439939775
514.0	0.009650285410268711
515.0	0.009629788940578025
516.0	0.009606427792472302
517.0	0.009581353221828829
518.0	0.009554978970145244
519.0	0.009526018452425174
520.0	0.009493830730922198
521.0	0.009459828309558533
522.0	0.009426650652211307
523.0	0.009391251598945887
524.0	0.009352854849112345
525.0	0.009312165886953381
526.0	0.009269743409879627
527.0	0.009225757799559047
528.0	0.009179320824671896
529.0	0.009130197004959154
530.0	0.009079121148913866
531.0	0.009024769617289504
532.0	0.008968440829993445
533.0	0.008908875553675524
534.0	0.00884724653285456
535.0	0.00879145036870365
536.0	0.00873891325938501
537.0	0.008684256748031563
538.0	0.008626994168054148
539.0	0.008568020390070426
540.0	0.008504513740363952
541.0	0.008439210000196484
542.0	0.008371958926649103
543.0	0.008302952401320816
544.0	0.008232845610176214
545.0	0.008162489983972046
546.0	0.008090810087472528
547.0	0.00801719337374134
548.0	0.007942199638965282
549.0	0.007867054410237502
550.0	0.0077925593320850445
551.0	0.007717326640335351
552.0	0.007640224199401652
553.0	0.007562451509794956
554.0	0.007485242966054381
555.0	0.007408326203348379
556.0	0.007330512136070431
557.0	0.007250775537023232
558.0	0.007170269939530355
559.0	0.007090943725489382
560.0	0.00701296453095299
561.0	0.006934507793354445
562.0	0.006854589438978085
563.0	0.0067742980462631875
564.0	0.006691682784128379
565.0	0.006605798024491537
566.0	0.006519564742046121
567.0	0.0064324714234557006
568.0	0.006345047659285537
569.0	0.006260157632040256
570.0	0.006181426622274515
571.0	0.006102625946476987
572.0	0.0060235717574603055
573.0	0.005944411813214632
574.0	0.005865345609952902
575.0	0.005782593458191937
576.0	0.005700032027646854
577.0	0.0056175143838111345
578.0	0.005534863162173388
579.0	0.005452557855118363
580.0	0.005371644116316694
581.0	0.005291708702311422
582.0	0.005212054738305329
583.0	0.005132112408562267
584.0	0.005052473985610595
585.0	0.004973615366678217
586.0	0.004896661791568627
587.0	0.004820250459747314
588.0	0.00474411995917111
589.0	0.0046681738204419265
590.0	0.0045928910374269175
591.0	0.004520671331906645
592.0	0.004450801757478834
593.0	0.004381764991758253
594.0	0.004313437602282601
595.0	0.004245970074534987
596.0	0.0041794508697376625
597.0	0.0041133033106080935
598.0	0.004048086737387038
599.0	0.0039838759669496805
600.0	0.003920447847403094
601.0	0.0038581046753859553
602.0	0.0037970286776042297
603.0	0.0037384942970152776
604.0	0.0036810160325509845
605.0	0.003624490378418807
606.0	0.0035685577629709217
607.0	0.003513778647317668
608.0	0.003459847024660176
609.0	0.00340588157798293
610.0	0.0033532335294102853
611.0	0.0033018399564742258
612.0	0.0032515356976156084
613.0	0.0032026319289988714
614.0	0.0031557191179022383
615.0	0.0031125421664979433
616.0	0.0030708423941078916
617.0	0.0030305983385747223
618.0	0.0029916455728451375
619.0	0.002954248776547902
620.0	0.0029181019343819145
621.0	0.0028805107016499796
622.0	0.0028444826172984196
623.0	0.002810037466881582
624.0	0.0027769550102676507
625.0	0.0027454862522339235
626.0	0.0027156640438594807
627.0	0.0026926830494655293
628.0	0.0026727360447902663
629.0	0.0026545420456446675
630.0	0.0026379426552449172
631.0	0.0026230373059825153
632.0	0.002609945561883964
633.0	0.002597035376188549
634.0	0.0025834937976421603
635.0	0.002571752086117157
636.0	0.002561812804190322
637.0	0.0025536278563861115
638.0	0.0025472896691725094
