## SPECTRUM TYPE:
LCE

## DATE:
08/07/2026

## COMMENTS:

## NUMBER OF SPECTRUM:
1

## ELLIPSOMETRIC CONFIGURATION:
0.00 ø :Modulator
+45.00 øAnalyser

## UNIT:
nm


# SPECTRUM:
1

# CAPTION:


# START TIME:
11:10:32

# END TIME:
11:10:32

# THETA ANGLE:
0.00 ø

# INCIDENCE ANGLE:
69.95 ø

# ACCUMULATION NUMBER:
28

# ELLIPSOMETRIC CONFIGURATION:
0.00 ø :Modulator
+45.00 øAnalyser

# INTEGRATION TIME:
8 ms

# FIRST POINT:
999.79 nm

# LAST POINT:
439.65 nm

# INCREMENT:
0.00 nm

# NUMBER OF POINTS:
1273

# DATA:
nm Psi Delta Ic Is Reflectance IcPrim IntegrationTime IntensityMax Polarization PolarizationGen eV 
999.7925 1.283 217.322 -2.40023 -1.82992 0.000 67.35753 8.0000 3.90 2.72023107465851699E18 1.45405574922213786E19 1.240099 
999.4089 1.283 217.322 -2.40023 -1.82992 0.525 67.35753 8.0000 3.89 2.53001803695443149E18 1.35238050051564503E19 1.240575 
999.0253 1.283 217.322 -2.40023 -1.82992 0.346 67.35753 8.0000 3.93 2.41182740891618509E18 1.28920366189526385E19 1.241052 
998.6415 1.283 217.322 -2.40023 -1.82992 0.512 67.35753 8.0000 3.88 2.27701628823456973E18 1.21714243946896425E19 1.241529 
998.2578 1.283 217.322 -2.40023 -1.82992 0.147 67.35753 8.0000 3.97 2.12373777025282867E18 1.1352099115996545E19 1.242006 
997.8739 1.283 217.322 -2.40023 -1.82992 0.354 67.35753 8.0000 3.93 1.95014522519211213E18 1.04241882679675453E19 1.242484 
997.4900 1.283 217.322 -2.40023 -1.82992 -0.026 67.35753 8.0000 3.92 1.7543920232735703E18 9.37782043520847053E18 1.242962 
997.1060 1.283 217.322 -2.40023 -1.82992 -0.001 67.35753 8.0000 3.98 1.53463139727939994E18 8.20312530183677542E18 1.243440 
996.7219 1.283 217.322 -2.40023 -1.82992 -2.038 67.35752 8.0000 3.92 1.28901644255284429E18 6.89023035294665933E18 1.243920 
996.3377 1.283 217.322 -2.40023 -1.82992 -0.588 67.35753 8.0000 3.98 1.01570066675400704E18 5.4292647228997632E18 1.244399 
995.9535 1.283 217.322 -2.40023 -1.82992 -0.206 67.35753 8.0000 3.89 716530699661737984.0000 3.83009955221235302E18 1.244879 
995.5692 1.283 217.322 -2.40023 -1.82992 0.567 67.35752 8.0000 3.93 393353136695148544.0000 2.10260625627860173E18 1.245360 
995.1848 1.283 217.322 -2.40023 -1.82992 -0.392 67.35752 8.0000 4.02 51708395471765504.0000 276399442058280960.0000 1.245841 
994.8003 1.283 217.322 -2.40023 -1.82992 0.011 67.35753 8.0000 3.99 295476570095616000.0000 1.57942261477697126E18 1.246322 
994.4158 1.283 217.322 -2.40023 -1.82992 0.006 67.35753 8.0000 3.95 629734427131379712.0000 3.36614412819785318E18 1.246804 
994.0311 40.723 154.141 -1.06494 0.51616 0.005 0.17801 8.0000 3.94 0.7271 173526023667712.0000 1.247287 
993.6464 32.372 132.889 -0.40023 0.43086 0.321 0.27743 8.0000 3.95 0.5887 41196822986752.0000 1.247770 
993.2617 32.472 47.367 0.28111 0.30535 0.551 0.19403 8.0000 3.94 0.5802 94877538844672.0000 1.248253 
992.8768 50.129 87.229 0.02079 0.42955 -0.124 -0.07783 8.0000 3.92 0.5492 228455115390976.0000 1.248737 
992.4919 45.489 25.353 0.21844 0.10350 0.146 -0.00412 8.0000 3.92 0.5758 354542369636352.0000 1.249221 
992.1069 26.141 85.458 0.02710 0.34112 -3.479 0.26465 8.0000 3.97 0.5792 0.6937 1.249706 
991.7218 14.766 76.476 0.08362 0.34764 -0.569 0.63116 8.0000 3.97 0.6949 0.7445 1.250191 
991.3367 14.656 60.932 0.17379 0.31264 0.142 0.63711 8.0000 4.02 0.7131 0.7687 1.250677 
990.9514 18.402 43.925 0.36304 0.34967 0.583 0.67370 8.0000 4.03 0.8590 0.9113 1.251163 
990.5661 11.390 38.378 0.27448 0.21738 6.186 0.83372 8.0000 3.97 0.8376 0.8876 1.251650 
990.1807 9.206 36.298 0.23420 0.17202 -10.693 0.87294 8.0000 3.96 0.7731 0.8280 1.252137 
989.7953 5.654 61.653 0.08454 0.15670 -0.212 0.89047 8.0000 3.98 0.7484 0.7969 1.252625 
989.4097 7.558 58.526 0.13903 0.22711 -0.918 0.98584 8.0000 4.02 0.7640 0.8214 1.253113 
989.0241 9.347 65.285 0.13892 0.30183 0.537 0.98203 8.0000 3.95 0.7799 0.8514 1.253601 
988.6384 16.378 69.440 0.14762 0.39357 0.768 0.65333 8.0000 3.94 0.7093 0.7778 1.254090 
988.2526 14.196 47.934 0.29546 0.32739 13.319 0.81585 8.0000 4.03 0.7373 0.8139 1.254580 
987.8668 15.916 41.258 0.37461 0.32862 0.519 0.80268 8.0000 3.95 0.7413 0.8299 1.255070 
987.4809 10.901 45.351 0.27165 0.27501 -1833.139 0.96637 8.0000 3.96 0.7240 0.7719 1.255560 
987.0949 9.785 50.360 0.24807 0.29944 0.610 1.09382 8.0000 3.91 0.7108 0.7295 1.256051 
986.7088 7.624 48.649 0.17272 0.19625 0.535 0.95901 8.0000 3.95 0.7280 0.7421 1.256543 
986.3226 6.182 69.592 0.07101 0.19087 -1.018 0.92906 8.0000 3.91 0.7980 0.8117 1.257035 
985.9364 8.350 45.006 0.18059 0.18063 -3.468 0.85137 8.0000 3.91 0.8654 0.8875 1.257527 
985.5501 8.543 35.637 0.20423 0.14641 34.697 0.81756 8.0000 3.87 0.9505 1.0044 1.258020 
985.1638 14.522 32.286 0.32378 0.20458 -0.927 0.68969 8.0000 3.94 1.0029 1.0877 1.258513 
984.7773 18.915 30.151 0.41401 0.24049 0.407 0.61657 8.0000 3.90 1.0340 1.1187 1.259007 
984.3907 20.750 23.046 0.58475 0.24876 -0.380 0.71824 8.0000 3.93 1.0389 1.1200 1.259502 
984.0041 13.028 24.802 0.31330 0.14478 -0.265 0.70586 8.0000 3.97 0.8582 0.9175 1.259997 
983.6174 3.243 32.603 0.06539 0.04182 0.249 0.68275 8.0000 3.97 0.6871 0.7767 1.260492 
983.2307 8.490 357.663 0.25006 -0.01020 0.289 0.81961 8.0000 4.03 0.6714 0.7561 1.260988 
982.8438 5.780 353.005 0.21387 -0.02624 0.238 1.05350 8.0000 4.01 0.8182 0.8870 1.261484 
982.4569 19.155 5.057 0.65215 0.05771 0.236 0.82870 8.0000 3.91 0.8492 0.9470 1.261981 
982.0699 18.141 5.546 0.43276 0.04202 -0.980 0.59231 8.0000 4.01 0.7190 0.8240 1.262478 
981.6828 18.149 29.403 0.29356 0.16543 -0.006 0.45875 8.0000 4.01 0.6924 0.7631 1.262976 
981.2957 6.167 325.149 0.08185 -0.05699 -0.003 0.45615 8.0000 3.98 0.7052 0.7802 1.263474 
980.9084 27.441 93.359 -0.02765 0.47118 0.002 0.33193 8.0000 3.99 0.7191 0.8813 1.263973 
980.5211 48.879 98.024 -0.15728 1.11562 0.003 -0.15351 8.0000 3.94 0.7588 0.8210 1.264472 
980.1337 46.279 102.515 -0.25453 1.14667 -0.001 -0.05247 8.0000 4.00 0.7660 0.8379 1.264972 
979.7463 45.162 102.762 -0.28256 1.24752 -0.001 -0.00724 8.0000 3.87 0.7849 0.9348 1.265472 
979.3587 55.525 104.072 -0.50878 2.02970 3.432 -0.80533 8.0000 3.98 0.8879 0.9725 1.265973 
978.9711 58.628 128.403 -0.64375 0.81211 2.185 -0.53386 8.0000 3.95 0.7463 1.1642 1.266474 
978.5834 54.984 159.275 -0.49550 0.18748 0.596 -0.19248 8.0000 3.89 0.6472 1.3551 1.266976 
978.1956 28.308 202.087 -0.33499 -0.13594 2.497 0.23822 8.0000 3.93 0.6401 1.4821 1.267478 
977.8077 18.738 226.811 -0.25715 -0.27394 -1.076 0.49009 8.0000 3.99 0.7860 1.5056 1.267981 
977.4199 18.386 229.057 -0.32846 -0.37861 1.320 0.67071 8.0000 3.97 1.0604 1.4979 1.268484 
977.0319 14.660 156.926 -0.35511 0.15128 0.809 0.68726 8.0000 3.97 1.0339 1.2449 1.268988 
976.6437 14.790 140.483 -0.29730 0.24522 0.428 0.67897 8.0000 3.92 0.9357 1.3484 1.269493 
976.2556 8.918 124.584 -0.15018 0.21783 -3.205 0.82228 8.0000 3.96 1.0217 1.1779 1.269997 
975.8674 11.303 50.918 0.23329 0.28724 0.438 0.88872 8.0000 3.96 1.0011 1.0632 1.270502 
975.4790 16.652 62.332 0.23201 0.44253 0.365 0.76053 8.0000 4.05 0.9716 1.0817 1.271008 
975.0906 19.876 26.971 0.55970 0.28483 -0.567 0.75502 8.0000 3.98 1.0373 1.0859 1.271515 
974.7021 15.861 41.901 0.33273 0.29855 -7.435 0.72321 8.0000 4.01 0.9540 1.0161 1.272021 
974.3136 14.167 41.137 0.30325 0.26489 0.394 0.74675 8.0000 3.99 0.8682 0.9093 1.272529 
973.9250 14.730 37.641 0.30460 0.23492 0.009 0.68103 8.0000 3.99 0.7485 0.7752 1.273036 
973.5363 14.914 32.105 0.28572 0.17926 0.020 0.58827 8.0000 4.05 0.6572 0.6788 1.273545 
973.1475 16.054 34.998 0.21395 0.14980 -1.865 0.41622 8.0000 4.02 0.5406 0.5630 1.274053 
972.7586 8.056 90.320 -0.00058 0.10347 -0.883 0.35823 8.0000 4.03 0.5276 0.5577 1.274563 
972.3697 17.883 105.679 -0.03036 0.10818 -0.334 0.15598 8.0000 4.03 0.5096 0.5465 1.275073 
971.9807 51.378 77.481 0.02943 0.13253 -0.192 -0.03073 8.0000 4.04 0.5131 0.5560 1.275583 
971.5916 63.297 53.131 0.12621 0.16828 -0.264 -0.15619 8.0000 4.07 0.5812 0.6216 1.276094 
971.2024 70.810 36.891 0.18426 0.13830 0.168 -0.29089 8.0000 4.17 0.7339 0.7713 1.276605 
