## SPECTRUM TYPE:
LCE

## DATE:
18/08/2026

## COMMENTS:

## NUMBER OF SPECTRUM:
1

## ELLIPSOMETRIC CONFIGURATION:
0.00 ø :Modulator
+45.00 øAnalyser

## UNIT:
nm


# SPECTRUM:
1

# CAPTION:


# START TIME:
14:22:18

# END TIME:
14:22:18

# THETA ANGLE:
0.00 ø

# INCIDENCE ANGLE:
69.95 ø

# ACCUMULATION NUMBER:
28

# ELLIPSOMETRIC CONFIGURATION:
0.00 ø :Modulator
+45.00 øAnalyser

# INTEGRATION TIME:
8 ms

# FIRST POINT:
999.79 nm

# LAST POINT:
439.65 nm

# INCREMENT:
0.00 nm

# NUMBER OF POINTS:
1273

# DATA:
nm Psi Delta Ic Is Reflectance IcPrim IntegrationTime IntensityMax Polarization PolarizationGen eV 
968.0861 30.428 158.749 -1.35455 0.52680 0.351 0.81043 8.0000 12.62 1.8527 2.0725 1.280714 
967.6962 29.485 157.099 -1.27340 0.53792 -0.763 0.83161 8.0000 12.64 1.8320 2.0337 1.281230 
967.3063 28.410 154.071 -1.05975 0.51525 1.238 0.77054 8.0000 12.69 1.6959 1.8211 1.281747 
966.9163 24.353 149.862 -0.75057 0.43576 1.327 0.76231 8.0000 12.76 1.2890 1.3827 1.282264 
966.5261 13.264 121.620 -0.20864 0.33888 -5.734 0.79720 8.0000 12.65 0.9539 1.0669 1.282782 
966.1359 32.146 12.890 1.14780 0.26268 1.222 0.56687 8.0000 12.52 0.8030 1.0417 1.283300 
965.7457 16.834 37.768 0.51838 0.40164 -0.788 0.98449 8.0000 12.67 0.7617 0.9265 1.283818 
965.3553 37.855 1.007 1.78431 0.03135 1.255 0.45455 8.0000 12.92 0.6923 0.9342 1.284337 
964.9649 31.583 155.971 -15.34922 6.84311 11.225 8.50156 8.0000 13.01 0.8512 1.1947 1.284857 
964.5743 23.471 143.506 -2.34185 1.73248 2.176 2.72190 8.0000 12.84 1.0651 1.4874 1.285377 
964.1838 19.175 143.205 -2.09209 1.56480 -0.493 3.30221 8.0000 13.09 1.1140 1.6037 1.285898 
963.7931 74.327 332.184 386.03769 -203.67307 1.295 -716.59558 8.0000 13.17 0.9497 1.4325 1.286419 
963.4023 75.604 22.232 0.45693 0.18676 0.140 -0.89817 8.0000 13.38 0.7080 1.1079 1.286941 
963.0115 51.729 69.242 0.22131 0.58390 1.244 -0.14944 8.0000 13.40 0.6705 1.0278 1.287463 
962.6207 21.958 105.718 -0.07887 0.28026 1.457 0.30238 8.0000 13.51 0.6484 0.8300 1.287986 
962.2297 17.335 135.539 -0.23617 0.23176 1.399 0.47839 8.0000 13.58 0.6863 0.7727 1.288509 
961.8386 9.722 114.324 -0.11245 0.24877 1.396 0.77335 8.0000 13.70 0.8335 1.0601 1.289033 
961.4474 7.572 186.338 -0.19073 -0.02118 1.348 0.70906 8.0000 13.84 0.7677 1.0045 1.289558 
961.0562 9.369 207.748 -0.21954 -0.11550 1.727 0.73132 8.0000 13.69 0.8165 1.1185 1.290083 
960.6649 11.979 221.678 -0.24526 -0.21835 0.021 0.73900 8.0000 14.01 0.7368 0.9829 1.290608 
960.2736 16.702 242.487 -0.22738 -0.43655 0.024 0.74635 8.0000 13.88 0.6464 0.7916 1.291134 
959.8821 7.622 206.309 -0.16728 -0.08271 1.045 0.68481 8.0000 13.83 0.5949 0.6509 1.291661 
959.4905 14.158 109.913 -0.11196 0.30907 1.964 0.61011 8.0000 13.94 0.5942 0.6397 1.292188 
959.0989 33.239 86.122 0.04475 0.66002 1.221 0.28795 8.0000 14.21 0.5653 0.7267 1.292715 
958.7073 19.637 98.516 -0.03361 0.22446 2.334 0.27755 8.0000 14.26 0.5290 0.6745 1.293243 
958.3155 27.125 107.624 -0.12745 0.40118 -22.546 0.30303 8.0000 14.00 0.5376 0.5779 1.293772 
957.9236 25.129 108.496 -0.13397 0.40050 1.396 0.35113 8.0000 14.06 0.5675 0.5836 1.294301 
957.5317 18.759 111.968 -0.11420 0.28312 -164.103 0.39760 8.0000 14.13 0.6041 0.6219 1.294831 
957.1396 11.178 110.485 -0.07584 0.20301 1.702 0.52696 8.0000 13.95 0.7104 0.7482 1.295362 
956.7476 7.494 110.810 -0.06128 0.16125 -3.863 0.64432 8.0000 14.50 0.7375 0.7866 1.295892 
956.3554 1.618 130.298 -0.02821 0.03327 1.727 0.77142 8.0000 14.87 0.7451 0.8154 1.296424 
955.9632 7.283 144.828 -0.17269 0.12169 -0.011 0.81301 8.0000 14.96 0.7992 0.8703 1.296956 
955.5709 5.011 68.042 0.06164 0.15289 -0.008 0.93272 8.0000 14.76 0.8777 0.9495 1.297488 
955.1784 7.018 32.520 0.16672 0.10629 -0.008 0.79085 8.0000 14.88 0.7173 0.8091 1.298021 
954.7859 12.236 21.719 0.25843 0.10294 1.336 0.61119 8.0000 14.92 0.6223 0.7792 1.298555 
954.3934 21.563 28.814 0.31314 0.17225 12.606 0.38156 8.0000 14.85 0.5987 0.8071 1.299089 
954.0007 32.216 34.421 0.30271 0.20743 1.558 0.17557 8.0000 14.96 0.6009 0.8342 1.299624 
953.6080 27.110 68.406 0.13030 0.32919 1.622 0.25515 8.0000 15.16 0.6700 0.8963 1.300159 
953.2152 42.142 80.646 0.06787 0.41204 -1.346 0.04180 8.0000 15.16 0.5894 0.7600 1.300695 
952.8223 39.199 70.299 0.10862 0.30333 1.207 0.06615 8.0000 15.19 0.5321 0.6505 1.301231 
952.4293 28.155 66.706 0.11102 0.25787 1.578 0.18717 8.0000 15.32 0.5392 0.6230 1.301768 
952.0363 20.363 85.646 0.02163 0.28406 1.974 0.33089 8.0000 15.33 0.6210 0.9970 1.302305 
951.6432 18.298 44.874 0.31943 0.31803 1.398 0.60702 8.0000 15.60 0.7443 0.8213 1.302843 
951.2499 19.247 48.397 0.27884 0.31403 5.369 0.52808 8.0000 15.22 0.6475 0.8614 1.303382 
950.8567 63.398 309.225 1.43235 -1.75467 4.402 -1.69428 8.0000 15.36 0.9528 2.6187 1.303921 
950.4633 12.621 65.586 0.17436 0.38412 1.333 0.89478 8.0000 15.52 0.7310 1.1787 1.304461 
950.0699 15.869 96.653 -0.09055 0.77627 -0.267 1.26356 8.0000 15.67 1.5797 3.4658 1.305001 
949.6763 18.993 99.106 -0.16855 1.05157 -0.140 1.36386 8.0000 15.80 2.0849 5.1638 1.305542 
949.2827 21.965 98.853 -0.19369 1.24364 -0.099 1.30653 8.0000 15.97 2.2042 6.0767 1.306083 
948.8890 18.980 101.096 -0.37024 1.88774 -0.184 2.46580 8.0000 16.27 2.2721 6.4308 1.306625 
948.4953 23.232 98.043 -0.16362 1.15797 0.005 1.11121 8.0000 16.19 2.0738 6.0795 1.307167 
948.1014 37.721 40.903 0.78834 0.68296 0.415 0.27086 8.0000 16.18 2.3033 5.3333 1.307710 
947.7075 42.823 93.229 -0.03832 0.67917 0.959 0.05179 8.0000 16.28 1.7539 3.6860 1.308254 
947.3135 21.085 148.343 -0.61838 0.38127 2.894 0.80200 8.0000 15.69 1.6479 2.1439 1.308798 
946.9194 18.321 186.545 -1.04604 -0.12001 0.463 1.41557 8.0000 15.94 2.2009 3.4211 1.309343 
946.5253 18.158 166.601 -1.35314 0.32235 0.157 1.89258 8.0000 16.08 2.5695 3.3522 1.309888 
946.1310 15.549 186.134 -1.50574 -0.16183 1.427 2.51062 8.0000 16.61 3.0594 5.2373 1.310434 
945.7367 15.214 171.315 -1.61515 0.24673 1.440 2.78170 8.0000 16.28 3.1094 4.2713 1.310980 
945.3423 15.844 159.275 -1.69527 0.64143 -0.247 2.93616 8.0000 16.61 3.0398 6.0900 1.311527 
944.9478 18.511 152.435 -1.81522 0.94758 0.275 2.71523 8.0000 16.78 2.8898 7.9441 1.312074 
944.5532 23.812 148.333 -2.15740 1.33070 1.535 2.31261 8.0000 16.65 2.5809 8.9170 1.312623 
944.1586 32.285 146.802 -2.54580 1.66578 -0.573 1.44663 8.0000 16.59 2.3340 9.0539 1.313171 
943.7639 45.830 145.258 -3.33834 2.31524 -1.205 -0.11767 8.0000 16.82 2.3627 8.4892 1.313720 
943.3691 34.500 152.939 -3.41470 1.74444 1.891 1.47193 8.0000 16.82 2.4137 7.2367 1.314270 
942.9742 35.496 158.409 -4.28872 1.69723 2.269 1.58890 8.0000 16.98 2.3764 4.9319 1.314821 
942.5792 36.464 167.071 -7.08477 1.62635 1.794 2.23225 8.0000 17.15 2.2900 2.4562 1.315372 
942.1841 30.195 188.111 -51.18991 -7.29525 -1.849 29.38530 8.0000 17.16 2.2244 4.2043 1.315923 
941.7890 27.456 169.518 -2.30721 0.42688 -1.855 1.64830 8.0000 17.37 1.2898 1.3060 1.316475 
941.3938 26.828 9.879 0.75451 0.13140 -35.248 0.56350 8.0000 17.31 0.9516 1.0101 1.317028 
940.9985 13.038 348.978 0.31866 -0.06207 0.659 0.66337 8.0000 17.53 0.6426 0.7144 1.317581 
940.6031 12.660 6.688 0.27968 0.03279 -10.554 0.59517 8.0000 17.41 0.5894 0.7091 1.318135 
940.2077 4.978 68.506 0.04057 0.10303 3.730 0.63074 8.0000 17.57 0.5813 0.7092 1.318689 
939.8122 17.201 141.095 -0.31623 0.25521 4.146 0.59342 8.0000 17.69 0.5951 0.7180 1.319244 
939.4166 21.654 150.203 -0.56213 0.32190 1.909 0.68720 8.0000 17.55 0.7232 0.8040 1.319800 
939.0209 19.083 140.604 -0.40107 0.32940 -6.133 0.66032 8.0000 17.32 0.6937 0.8067 1.320356 
938.6251 20.472 135.767 -0.36128 0.35174 1.710 0.58118 8.0000 17.55 0.6978 0.7840 1.320913 
938.2292 22.543 149.888 -0.40352 0.23403 1.392 0.46509 8.0000 17.76 0.6524 0.6938 1.321470 
937.8333 21.479 115.967 -0.22923 0.47069 1.381 0.56225 8.0000 17.77 0.7587 0.8136 1.322028 
937.4373 25.340 93.081 -0.03387 0.62910 -3.822 0.51603 8.0000 18.33 0.6623 0.7674 1.322586 
937.0412 24.325 40.678 0.37559 0.32281 13.051 0.43585 8.0000 18.18 0.6182 0.6588 1.323146 
936.6450 20.448 34.379 0.31660 0.21661 1.529 0.44292 8.0000 17.85 0.6825 0.7489 1.323705 
936.2487 19.865 31.905 0.30533 0.19009 1.447 0.43277 8.0000 18.12 0.7795 0.9012 1.324266 
935.8524 22.425 30.020 0.30484 0.17614 0.951 0.35392 8.0000 18.42 0.7945 1.0425 1.324826 
935.4560 30.477 25.108 0.30326 0.14210 1.277 0.18599 8.0000 18.44 0.7269 0.9858 1.325388 
935.0594 32.247 347.474 0.28857 -0.06411 -1.162 0.14103 8.0000 18.75 0.6805 0.9740 1.325950 
934.6629 1.964 300.354 0.01758 -0.03001 -0.086 0.50645 8.0000 18.62 0.7323 0.9356 1.326512 
934.2662 25.087 251.256 -0.08003 -0.23584 1.727 0.20770 8.0000 18.53 0.6226 0.8011 1.327076 
933.8694 71.314 2.349 0.44269 0.01816 2.456 -0.58010 8.0000 18.89 0.7221 1.2863 1.327640 
933.4727 13.862 162.370 -2.57161 0.81722 -8.958 5.13434 8.0000 18.96 1.3349 2.3145 1.328204 
933.0757 16.219 158.586 -2.24804 0.88162 -1.076 3.79941 8.0000 18.94 1.6814 2.8649 1.328769 
932.6787 16.856 167.461 -2.59836 0.57789 1.334 3.98935 8.0000 19.33 1.7706 2.9955 1.329334 
932.2817 16.275 194.385 -5.62441 -1.44255 29.802 9.09680 8.0000 19.17 1.5587 2.9643 1.329901 
931.8845 15.072 204.681 -6.70452 -3.08102 0.193 12.70592 8.0000 19.22 1.4156 2.6067 1.330467 
931.4873 73.686 44.287 4.04615 3.94662 -125.913 -8.82849 8.0000 19.20 1.0763 1.9475 1.331035 
931.0900 62.369 68.485 0.30907 0.78403 0.466 -0.58436 8.0000 19.50 0.6484 1.1891 1.331603 
930.6926 7.357 73.369 0.04817 0.16125 1.392 0.64085 8.0000 19.53 5.1061 6.8519 1.332171 
930.2951 14.809 356.207 0.72732 -0.04822 -8.450 1.28216 8.0000 19.54 1.2073 1.8654 1.332740 
929.8975 5.742 30.103 0.12648 0.07333 0.102 0.71965 8.0000 19.64 5.9398 8.0932 1.333310 
929.4999 6.145 45.407 0.10390 0.10538 15.037 0.67928 8.0000 20.05 9.2807 12.6616 1.333881 
929.1022 7.091 55.397 0.09116 0.13212 14.149 0.63519 8.0000 20.49 11.3121 15.5385 1.334452 
928.7043 7.570 57.844 0.08700 0.13839 1.920 0.60416 8.0000 20.07 11.7420 16.3702 1.335023 
928.3065 7.860 56.444 0.09111 0.13736 -0.249 0.58560 8.0000 20.14 10.8947 15.3957 1.335595 
927.9085 8.138 59.284 0.08713 0.14665 1.321 0.58430 8.0000 20.12 8.8162 12.7186 1.336168 
927.5104 8.526 63.663 0.08202 0.16569 0.251 0.60275 8.0000 20.41 5.4542 8.2246 1.336742 
927.1123 11.167 96.947 -0.09052 0.74290 0.117 1.82162 8.0000 20.37 0.9961 2.2643 1.337316 
926.7141 8.094 38.701 0.10202 0.08174 0.050 0.45029 8.0000 20.26 5.2832 6.6955 1.337890 
