Resultados del Stack: Ajuste_muestra2_con_reflectancia
Fecha: 2026-06-09 01:32:46
ID: 7

información del stack
=====================

Material: air
Modelo de Dispersión: None

Material: T1_densa
Modelo de Dispersión: bruggeman
Espesor: 6.60 nm
Parámetros del Modelo: {'f_air': 0.31615076584508034, 'linked_to': 'T1_densa', 'f_optimized': 1.0}

Material: T1_densa
Modelo de Dispersión: cauchy
Espesor: 99.39 nm
Parámetros del Modelo: {'A': 2.8952500575893363, 'B': 49.33045637015242, 'C': -42.15265344290137}

Material: Si
Modelo de Dispersión: None

=====================

wl,best_Ic,best_Is,Ic_exp,Is_exp
829.9594,-0.31392047303025084,0.03358987721654427,-0.2807454991781968,0.05607300894799631
829.5408,-0.31411134967450555,0.03381790455865329,-0.28308836910058655,0.05680302861487205
829.1221,-0.314301512162323,0.03404624550534028,-0.28234964000345175,0.05691628926182361
828.7034,-0.3144909125170752,0.03427484142591023,-0.2845952762084471,0.057105396698166
828.2845,-0.31467963838862334,0.03450379747778937,-0.2825571723495568,0.05690167459400593
827.8656,-0.31486759686288474,0.03473300028087801,-0.2832153060893489,0.057188531617551906
827.4465,-0.31505487488118317,0.034962555164705984,-0.28318031876374106,0.05736152732207653
827.0275,-0.3152413358778121,0.03519229359157189,-0.28284705382838843,0.05765899328915313
826.6082,-0.31541805502588943,0.0353925524248063,-0.2836102325893945,0.05776301448643853
826.1889,-0.3155935741793763,0.03559088425716518,-0.28346817856642353,0.057790763997844975
825.7695,-0.31576509498966054,0.035777691328169506,-0.28251956524132565,0.057592234021244394
825.35,-0.3159333598584721,0.03595505209281363,-0.28064197326748086,0.057428888259978675
824.9305,-0.3161012195305861,0.03613253073160957,-0.28011869356690106,0.057316713741887335
824.5108,-0.3162687630402496,0.03631020813380115,-0.2805934662028768,0.05733222731474679
824.0911,-0.3164358961675721,0.03648799856530165,-0.28049548430603916,0.057643781134245946
823.6713,-0.31660264529724785,0.036665942982498236,-0.280431932107818,0.057952167119172025
823.2513,-0.31676905743639755,0.03684408013798571,-0.2801425842930116,0.05803003769067261
822.8313,-0.3169350553557047,0.037022322167275766,-0.2798992882506631,0.05771985420716402
822.4112,-0.3171006773718892,0.037200708778339225,-0.28016080114223907,0.0579420254399756
821.991,-0.3172659224755843,0.037379237228256396,-0.28086841493849285,0.057822610492352516
821.5707,-0.3174308042648102,0.03755790352111261,-0.27999454721603095,0.05775478226431225
821.1503,-0.3175953061581928,0.03773670631388372,-0.27967537017978916,0.057480329378217634
820.7299,-0.3177593778424999,0.037915601041280646,-0.2805065459481356,0.057589928805119914
820.3093,-0.3179231005191286,0.03809466957451655,-0.28122364556746765,0.057588829860471646
819.8886,-0.31808644136170766,0.03827386378293627,-0.2812594183808215,0.05758081129501157
819.4679,-0.3182493639360857,0.038453134121633696,-0.2813168886492617,0.0576335035920261
819.0471,-0.31841190044608986,0.03863252678303207,-0.28188376668690995,0.057698379024035455
818.6262,-0.3185740429999173,0.03881204659790733,-0.28227272432131983,0.05779852648978784
818.2051,-0.31873583448407516,0.03899172655775783,-0.282506687051739,0.058154743284308225
817.7841,-0.3188971674075905,0.03917143433659432,-0.2831236507961697,0.05847235314726441
817.3629,-0.3190581552763517,0.03935129514110309,-0.2829363000557625,0.058222590839199145
816.9416,-0.3192187487459167,0.0395312638375339,-0.2837984389538613,0.058343211307987294
816.5202,-0.31937893534091494,0.03971133785528157,-0.28429845156401456,0.05839946041898504
816.0988,-0.31953868949277525,0.03989147081861323,-0.2849824472359819,0.05855551554058193
815.6772,-0.3197106654756592,0.04009081085601145,-0.2855127137769258,0.058960560750823135
815.2556,-0.3198858914058422,0.04029614500843813,-0.28529932599452307,0.05867252301488834
814.8338,-0.32006331496688706,0.0405059781914066,-0.28561203283237563,0.058809575351989204
814.412,-0.3202442681316446,0.04072252090418107,-0.2859184804491068,0.058976718467807825
813.9901,-0.3204245550816887,0.04093932591484273,-0.2862263244244866,0.058805889259873956
813.5681,-0.32060418074880986,0.04115638109181895,-0.28650433960192495,0.05877962867053771
813.146,-0.32078313501252087,0.041373690397040884,-0.28646529246677443,0.058969632602779806
812.7238,-0.3209614153643402,0.04159124956760471,-0.28644699636932613,0.05889291182518977
812.3015,-0.3211390193111781,0.041809054307346105,-0.2871824281486388,0.05912770629243695
811.8792,-0.3213159025754144,0.04202704864392073,-0.28667911718994143,0.05875813346866913
811.4567,-0.3214921464673367,0.042245331456706066,-0.2867975911147104,0.05884500882967274
811.0341,-0.3216677065705103,0.04246384675076389,-0.2868833423336998,0.05892522011268133
810.6115,-0.32184253917161937,0.04268253832641471,-0.28710227614356176,0.05852121061393375
810.1888,-0.32201668348877294,0.04290145340921562,-0.28700824460207686,0.05864814455080275
809.7659,-0.3221901735857731,0.043120643811546976,-0.28740765385005,0.05886041439743236
809.343,-0.3223629258618304,0.04334000043162538,-0.2875749814423466,0.05904112736984239
808.92,-0.32253498421119126,0.04355956539737857,-0.28784229853249804,0.05923214649505672
808.4969,-0.3227063513932392,0.04377932918292431,-0.28802129072016347,0.05952053265915937
808.0738,-0.3228769782583112,0.04399924166931866,-0.2879226653139966,0.05966784444911202
807.6505,-0.3230469431579628,0.044219402145989274,-0.2880144196049863,0.059718315997109
807.2271,-0.32321620339112916,0.04443975395512315,-0.2881047491817825,0.059611186954181286
