Source : Fit
Spectrum : 1

Wavelength	Psi	Delta
532.7226	31.009	81.950
532.2380	31.034	81.950
531.7534	31.058	81.951
531.2686	31.083	81.951
530.7837	31.107	81.951
530.2987	31.132	81.952
529.8136	31.156	81.952
529.3284	31.181	81.952
528.8430	31.205	81.952
528.3576	31.230	81.953
527.8720	31.255	81.953
527.3864	31.279	81.953
526.9006	31.305	81.955
526.4147	31.330	81.956
525.9287	31.355	81.957
525.4426	31.381	81.958
524.9564	31.406	81.959
524.4700	31.431	81.960
523.9836	31.457	81.961
523.4971	31.482	81.963
523.0104	31.508	81.964
522.5236	31.534	81.965
522.0367	31.560	81.967
521.5497	31.586	81.968
521.0626	31.612	81.970
520.5754	31.638	81.972
520.0881	31.664	81.974
519.6006	31.691	81.976
519.1131	31.717	81.978
518.6254	31.744	81.980
518.1377	31.770	81.982
517.6498	31.797	81.984
517.1618	31.823	81.986
516.6737	31.850	81.987
516.1855	31.877	81.990
515.6971	31.904	81.992
515.2087	31.930	81.995
514.7202	31.957	81.997
514.2314	31.984	81.999
513.7427	32.012	82.002
513.2538	32.039	82.004
512.7648	32.066	82.006
512.2757	32.093	82.009
511.7864	32.120	82.011
511.2971	32.148	82.013
510.8076	32.175	82.015
510.3181	32.203	82.017
509.8284	32.230	82.019
509.3386	32.258	82.021
508.8488	32.286	82.023
508.3587	32.314	82.025
507.8686	32.342	82.027
507.3784	32.370	82.028
506.8880	32.398	82.030
506.3976	32.426	82.032
505.9070	32.454	82.034
505.4163	32.483	82.038
504.9255	32.512	82.041
504.4346	32.540	82.044
503.9436	32.569	82.047
503.4525	32.598	82.051
502.9612	32.627	82.054
502.4698	32.656	82.057
501.9784	32.685	82.060
501.4868	32.715	82.063
500.9951	32.744	82.066
500.5033	32.773	82.070
500.0114	32.803	82.073
499.5193	32.832	82.076
499.0272	32.861	82.079
498.5349	32.891	82.082
498.0426	32.921	82.085
497.5501	32.950	82.088
497.0575	32.980	82.091
496.5648	33.010	82.094
496.0720	33.040	82.097
495.5790	33.070	82.100
495.0860	33.100	82.103
494.5928	33.130	82.106
494.0995	33.161	82.109
493.6062	33.191	82.112
493.1127	33.222	82.114
492.6190	33.252	82.117
492.1253	33.283	82.120
491.6315	33.314	82.124
491.1375	33.345	82.128
490.6435	33.376	82.131
490.1493	33.408	82.135
489.6550	33.440	82.140
489.1606	33.472	82.144
488.6661	33.504	82.149
488.1714	33.536	82.154
487.6767	33.568	82.158
487.1818	33.601	82.163
486.6869	33.633	82.167
486.1918	33.665	82.172
485.6966	33.698	82.177
485.2013	33.731	82.183
484.7058	33.764	82.188
484.2103	33.798	82.193
483.7146	33.831	82.198
483.2189	33.864	82.203
482.7230	33.897	82.209
482.2270	33.931	82.214
481.7309	33.965	82.219
481.2346	33.998	82.224
480.7383	34.032	82.230
480.2419	34.066	82.235
479.7453	34.101	82.241
479.2486	34.135	82.246
478.7518	34.169	82.252
478.2549	34.204	82.257
477.7579	34.238	82.263
477.2608	34.273	82.268
476.7635	34.308	82.274
476.2662	34.343	82.280
475.7687	34.378	82.286
475.2711	34.414	82.292
474.7734	34.449	82.298
474.2756	34.485	82.304
473.7776	34.520	82.309
473.2796	34.556	82.315
472.7814	34.592	82.321
