Source : SiO2_Marcela.M1.11h 13mn 13s
Spectrum : 1

Wavelength	Psi	Delta
688.5811	24.749	83.834
688.1317	24.766	83.829
687.6821	24.785	83.812
687.2325	24.808	83.774
686.7828	24.837	83.760
686.3329	24.853	83.760
685.8830	24.871	83.751
685.4330	24.899	83.746
684.9828	24.923	83.734
684.5327	24.939	83.716
684.0823	24.951	83.726
683.6319	24.969	83.704
683.1813	24.991	83.689
682.7307	25.010	83.669
682.2800	25.029	83.659
681.8292	25.045	83.655
681.3782	25.060	83.648
680.9272	25.072	83.637
680.4761	25.094	83.616
680.0248	25.103	83.604
679.5735	25.114	83.596
679.1221	25.130	83.590
678.6705	25.145	83.573
678.2189	25.163	83.563
677.7672	25.181	83.544
677.3154	25.198	83.532
676.8634	25.215	83.516
676.4114	25.227	83.505
675.9592	25.244	83.479
675.5070	25.258	83.459
675.0547	25.273	83.462
674.6022	25.292	83.444
674.1497	25.304	83.438
673.6971	25.317	83.436
673.2443	25.337	83.430
672.7915	25.352	83.419
672.3386	25.362	83.395
671.8855	25.378	83.386
671.4324	25.394	83.380
670.9791	25.409	83.366
670.5258	25.429	83.353
670.0723	25.447	83.349
669.6188	25.467	83.341
669.1651	25.483	83.327
668.7114	25.501	83.323
668.2575	25.525	83.315
667.8035	25.547	83.290
667.3495	25.567	83.262
666.8953	25.584	83.255
666.4411	25.593	83.256
665.9868	25.610	83.257
665.5323	25.637	83.239
665.0777	25.646	83.237
664.6230	25.658	83.234
664.1683	25.682	83.226
663.7134	25.695	83.210
663.2584	25.711	83.190
662.8034	25.723	83.184
662.3482	25.741	83.175
661.8929	25.758	83.163
661.4376	25.776	83.141
660.9821	25.793	83.133
660.5265	25.802	83.131
660.0708	25.814	83.136
659.6151	25.826	83.135
659.1592	25.841	83.132
658.7032	25.855	83.137
658.2471	25.870	83.123
657.7909	25.884	83.111
657.3346	25.898	83.116
656.8782	25.911	83.116
656.4218	25.920	83.116
655.9651	25.933	83.113
655.5084	25.942	83.100
655.0516	25.945	83.103
654.5947	25.955	83.088
654.1377	25.972	83.084
653.6806	25.977	83.085
653.2234	25.989	83.086
652.7661	26.005	83.073
652.3087	26.017	83.069
651.8511	26.027	83.075
651.3936	26.038	83.074
650.9358	26.053	83.063
650.4780	26.064	83.070
650.0201	26.079	83.067
649.5620	26.087	83.077
649.1039	26.099	83.061
648.6457	26.104	83.047
648.1873	26.114	83.044
647.7289	26.127	83.023
647.2703	26.141	83.009
646.8117	26.147	83.000
646.3530	26.158	82.975
645.8941	26.164	82.962
645.4351	26.172	82.954
644.9761	26.187	82.941
644.5169	26.189	82.932
644.0577	26.199	82.917
643.5983	26.209	82.890
643.1389	26.226	82.880
642.6793	26.229	82.874
642.2196	26.238	82.864
641.7598	26.253	82.855
641.2999	26.267	82.827
640.8400	26.286	82.806
640.3799	26.293	82.807
639.9197	26.316	82.787
639.4594	26.328	82.777
638.9990	26.340	82.762
638.5385	26.353	82.748
638.0779	26.365	82.732
637.6172	26.379	82.723
637.1564	26.391	82.711
636.6954	26.402	82.708
636.2344	26.422	82.691
635.7733	26.436	82.679
635.3121	26.449	82.655
634.8508	26.457	82.651
634.3893	26.476	82.634
633.9278	26.501	82.615
633.4662	26.521	82.612
633.0044	26.536	82.605
632.5425	26.549	82.597
632.0806	26.562	82.587
631.6186	26.569	82.580
631.1564	26.580	82.580
630.6942	26.590	82.558
630.2318	26.589	82.549
629.7693	26.586	82.533
629.3068	26.600	82.525
628.8441	26.598	82.508
628.3813	26.623	82.497
627.9184	26.646	82.471
627.4554	26.668	82.489
626.9923	26.679	82.474
626.5291	26.684	82.466
626.0658	26.685	82.467
625.6024	26.698	82.465
625.1389	26.708	82.504
624.6753	26.738	82.522
624.2115	26.734	82.548
623.7477	26.737	82.565
623.2838	26.760	82.578
622.8198	26.768	82.582
622.3557	26.757	82.498
621.8914	26.753	82.418
621.4271	26.742	82.325
620.9626	26.730	82.217
620.4980	26.720	82.118
620.0334	26.729	82.028
619.5687	26.759	81.920
619.1038	26.766	81.836
618.6388	26.760	81.752
618.1737	26.766	81.681
617.7086	26.764	81.606
617.2433	26.775	81.515
616.7779	26.786	81.448
616.3124	26.795	81.395
615.8468	26.785	81.344
615.3810	26.800	81.277
614.9153	26.799	81.219
614.4492	26.804	81.166
613.9833	26.809	81.132
613.5172	26.821	81.078
613.0510	26.836	81.045
612.5847	26.847	81.013
612.1182	26.865	80.977
611.6516	26.883	80.947
611.1850	26.899	80.927
610.7183	26.910	80.913
610.2514	26.931	80.877
609.7844	26.950	80.857
609.3173	26.969	80.850
608.8502	26.992	80.846
608.3829	27.016	80.844
607.9156	27.037	80.849
607.4480	27.065	80.867
606.9804	27.094	80.886
606.5127	27.122	80.902
606.0449	27.157	80.920
605.5770	27.187	80.950
605.1089	27.222	80.981
604.6408	27.249	80.998
604.1726	27.290	81.029
603.7042	27.328	81.060
603.2358	27.367	81.094
602.7673	27.405	81.133
602.2986	27.437	81.184
601.8298	27.477	81.227
601.3610	27.512	81.271
600.8920	27.551	81.318
600.4229	27.593	81.369
599.9537	27.633	81.422
599.4844	27.675	81.476
599.0150	27.718	81.542
598.5455	27.759	81.595
598.0759	27.797	81.645
597.6062	27.835	81.711
597.1364	27.877	81.770
596.6664	27.924	81.828
596.1964	27.969	81.887
595.7263	28.015	81.955
595.2560	28.052	82.025
594.7857	28.086	82.087
594.3152	28.123	82.154
593.8447	28.159	82.220
593.3741	28.198	82.287
592.9032	28.240	82.337
592.4323	28.276	82.381
591.9613	28.319	82.445
591.4902	28.366	82.504
591.0190	28.419	82.563
590.5477	28.456	82.624
590.0763	28.507	82.686
589.6048	28.529	82.734
589.1331	28.556	82.797
588.6614	28.571	82.826
588.1896	28.597	82.871
587.7176	28.629	82.892
587.2455	28.664	82.913
586.7734	28.690	82.920
586.3011	28.712	82.874
585.8287	28.703	82.825
585.3563	28.735	82.745
584.8837	28.760	82.663
584.4109	28.758	82.570
583.9382	28.770	82.468
583.4652	28.808	82.436
582.9922	28.840	82.391
582.5191	28.876	82.356
582.0458	28.912	82.337
581.5725	28.948	82.309
581.0991	28.970	82.289
580.6255	28.961	82.295
580.1519	28.978	82.277
579.6780	29.003	82.258
579.2042	29.015	82.243
578.7303	29.040	82.224
578.2561	29.055	82.229
577.7819	29.071	82.218
577.3076	29.080	82.216
576.8332	29.111	82.197
576.3586	29.126	82.197
575.8840	29.154	82.187
575.4093	29.180	82.179
574.9344	29.202	82.162
574.4595	29.225	82.159
573.9844	29.244	82.149
573.5092	29.268	82.139
573.0339	29.287	82.134
572.5586	29.306	82.123
572.0831	29.332	82.106
571.6075	29.357	82.098
571.1318	29.380	82.107
570.6559	29.406	82.102
570.1801	29.431	82.104
569.7040	29.450	82.104
569.2278	29.474	82.112
568.7516	29.499	82.114
568.2753	29.522	82.109
567.7989	29.547	82.101
567.3222	29.569	82.102
566.8455	29.590	82.111
566.3687	29.612	82.104
565.8918	29.635	82.108
565.4149	29.660	82.110
564.9377	29.683	82.114
564.4605	29.708	82.122
563.9832	29.726	82.127
563.5057	29.749	82.131
563.0282	29.768	82.133
562.5505	29.796	82.137
562.0728	29.818	82.138
561.5948	29.843	82.135
561.1169	29.864	82.138
560.6388	29.890	82.141
560.1606	29.914	82.151
559.6823	29.935	82.144
559.2039	29.958	82.154
558.7253	29.984	82.164
558.2467	30.011	82.172
557.7679	30.040	82.172
557.2891	30.065	82.184
556.8102	30.091	82.190
556.3311	30.114	82.199
555.8519	30.137	82.206
555.3726	30.160	82.211
554.8932	30.182	82.211
554.4137	30.206	82.206
553.9341	30.233	82.205
553.4543	30.257	82.207
552.9745	30.277	82.212
552.4946	30.301	82.220
552.0145	30.326	82.224
551.5345	30.355	82.236
551.0541	30.376	82.244
550.5737	30.404	82.247
550.0933	30.432	82.257
549.6126	30.458	82.254
549.1320	30.484	82.256
548.6511	30.509	82.258
548.1702	30.533	82.266
547.6891	30.561	82.269
547.2080	30.590	82.276
546.7267	30.614	82.282
546.2454	30.646	82.287
545.7639	30.667	82.303
545.2823	30.691	82.305
544.8007	30.716	82.310
544.3188	30.740	82.324
543.8369	30.771	82.318
543.3549	30.801	82.329
542.8728	30.825	82.337
542.3905	30.850	82.347
541.9082	30.875	82.352
541.4257	30.900	82.348
540.9431	30.923	82.342
540.4604	30.943	82.351
539.9777	30.967	82.345
539.4948	30.994	82.344
539.0118	31.017	82.346
538.5286	31.035	82.355
538.0454	31.054	82.352
537.5621	31.085	82.349
537.0786	31.106	82.348
536.5950	31.132	82.345
536.1114	31.156	82.347
535.6276	31.178	82.359
535.1437	31.203	82.361
534.6597	31.226	82.378
534.1756	31.247	82.383
533.6913	31.268	82.374
533.2070	31.291	82.375
532.7226	31.316	82.390
532.2380	31.337	82.393
531.7534	31.366	82.396
531.2686	31.393	82.408
530.7837	31.420	82.425
530.2987	31.449	82.439
529.8136	31.473	82.441
529.3284	31.499	82.444
528.8430	31.526	82.452
528.3576	31.560	82.459
527.8720	31.586	82.458
527.3864	31.609	82.459
526.9006	31.646	82.463
526.4147	31.675	82.461
525.9287	31.708	82.471
525.4426	31.748	82.476
524.9564	31.779	82.492
524.4700	31.813	82.501
523.9836	31.849	82.504
523.4971	31.881	82.521
523.0104	31.917	82.533
522.5236	31.950	82.534
