Source : Fit
Spectrum : 1

Wavelength	Psi	Delta
504.9255	16.084	309.877
504.4346	16.056	309.567
503.9436	16.029	309.257
503.4525	16.002	308.946
502.9612	15.975	308.633
502.4698	15.947	308.320
501.9784	15.920	308.005
501.4868	15.893	307.689
500.9951	15.866	307.373
500.5033	15.840	307.055
500.0114	15.813	306.736
499.5193	15.786	306.415
499.0272	15.760	306.094
498.5349	15.733	305.772
498.0426	15.707	305.448
497.5501	15.681	305.123
497.0575	15.655	304.798
496.5648	15.629	304.471
496.0720	15.603	304.142
495.5790	15.577	303.812
495.0860	15.552	303.481
494.5928	15.526	303.148
494.0995	15.501	302.814
493.6062	15.476	302.479
493.1127	15.451	302.143
492.6190	15.426	301.805
492.1253	15.401	301.466
491.6315	15.377	301.124
491.1375	15.353	300.780
490.6435	15.329	300.435
490.1493	15.305	300.088
489.6550	15.283	299.738
489.1606	15.260	299.386
488.6661	15.238	299.033
488.1714	15.215	298.678
487.6767	15.193	298.323
487.1818	15.171	297.966
486.6869	15.150	297.607
486.1918	15.128	297.248
485.6966	15.107	296.885
485.2013	15.087	296.521
484.7058	15.066	296.155
484.2103	15.046	295.788
483.7146	15.026	295.420
483.2189	15.006	295.050
482.7230	14.987	294.680
482.2270	14.967	294.307
481.7309	14.948	293.932
481.2346	14.930	293.556
480.7383	14.911	293.179
480.2419	14.893	292.799
479.7453	14.875	292.418
479.2486	14.858	292.035
478.7518	14.840	291.651
478.2549	14.823	291.266
477.7579	14.806	290.879
477.2608	14.790	290.491
476.7635	14.774	290.101
476.2662	14.758	289.708
475.7687	14.743	289.314
475.2711	14.728	288.918
474.7734	14.713	288.521
474.2756	14.699	288.122
473.7776	14.684	287.722
473.2796	14.671	287.321
472.7814	14.657	286.917
472.2831	14.644	286.511
471.7848	14.631	286.104
471.2863	14.619	285.696
470.7876	14.606	285.284
470.2889	14.594	284.872
469.7900	14.583	284.458
469.2911	14.572	284.043
468.7920	14.561	283.626
468.2928	14.550	283.207
467.7935	14.540	282.787
467.2941	14.531	282.361
466.7945	14.522	281.934
466.2949	14.513	281.506
465.7951	14.505	281.076
465.2952	14.497	280.645
464.7952	14.490	280.212
464.2951	14.483	279.778
463.7949	14.477	279.341
463.2946	14.472	278.903
462.7941	14.467	278.464
462.2935	14.462	278.022
461.7928	14.459	277.579
461.2921	14.456	277.134
460.7911	14.453	276.688
460.2901	14.451	276.241
459.7889	14.449	275.792
459.2877	14.448	275.342
458.7863	14.448	274.888
458.2848	14.448	274.432
457.7832	14.449	273.975
457.2815	14.450	273.517
456.7796	14.451	273.057
456.2777	14.453	272.596
455.7756	14.456	272.133
455.2734	14.460	271.667
454.7711	14.464	271.200
454.2687	14.468	270.732
453.7662	14.474	270.260
453.2635	14.480	269.787
452.7608	14.487	269.313
452.2579	14.494	268.837
451.7549	14.502	268.360
451.2518	14.510	267.882
450.7485	14.519	267.402
450.2452	14.530	266.916

