Source : Fit
Spectrum : 1

Wavelength	Psi	Delta
458.7863	29.152	90.582
458.2848	29.186	90.571
457.7832	29.219	90.560
457.2815	29.253	90.549
456.7796	29.287	90.537
456.2777	29.321	90.526
455.7756	29.356	90.514
455.2734	29.390	90.502
454.7711	29.425	90.491
454.2687	29.460	90.478
453.7662	29.495	90.466
453.2635	29.530	90.454
452.7608	29.566	90.442
452.2579	29.601	90.429
451.7549	29.637	90.416
451.2518	29.672	90.403
450.7485	29.708	90.390
450.2452	29.745	90.377

