# lams, desv_psi, desv_delta
888.506200 1.274216 2.933096
888.100000 0.900601 7.409478
887.693700 0.929113 7.854358
887.287300 0.937651 8.357922
886.880800 1.004500 8.934755
886.474300 0.630975 10.418546
886.067600 0.441536 10.284355
885.660900 0.197123 9.985619
885.254100 0.418233 8.684689
884.847200 0.348276 7.989555
884.440200 0.427383 7.538004
884.033200 1.862220 8.198099
883.626000 1.016868 8.454565
883.218800 1.060244 8.746878
882.811500 1.097506 9.315955
882.404100 0.716833 12.944442
881.996600 1.119474 13.561505
881.589000 1.613880 13.017769
881.181300 2.630985 14.852542
880.773600 2.755890 0.135514
880.365800 3.157821 5.857552
879.957900 0.322298 2.968419
879.549900 2.857602 4.212713
879.141800 0.745894 4.232613
878.733600 0.578607 3.240000
878.325300 0.688592 8.319935
877.917000 0.821700 11.492400
877.508500 2.881167 82.892330
877.100000 0.892514 15.242515
876.691500 1.881881 19.702630
876.282800 1.601107 46.774948
875.874000 0.966458 83.101837
875.465100 1.152376 91.641689
875.056200 6.751183 89.174639
874.647200 4.951107 8.823889
874.238000 2.068980 17.054160
873.828900 1.465803 20.039813
873.419600 1.439312 21.137063
873.010200 1.386097 20.714826
872.600700 1.140025 20.269319
872.191200 4.647361 4.501847
871.781600 5.613613 93.417910
871.371800 3.397583 87.913608
870.962000 10.365445 56.736000
870.552100 7.200005 48.014760
870.142200 3.281731 5.762574
869.732100 0.676348 7.370626
869.321900 0.138795 10.175739
868.911700 0.190071 10.241496
868.501300 0.415346 10.216255
868.090900 0.575224 10.174373
867.680500 0.494503 10.112599
867.269900 0.461874 10.135719
866.859200 0.477887 9.946083
866.448500 0.330264 9.710089
866.037600 0.349413 8.953284
865.626700 0.277298 9.790378
865.215700 0.223437 10.569949
864.804600 0.300287 11.246145
864.393400 0.253469 11.775913
863.982100 0.284354 11.844374
863.570700 0.221306 12.097531
863.159300 0.178231 13.349719
862.747700 0.219012 11.491577
862.336100 0.194291 10.506835
861.924400 0.252975 9.501452
861.512600 0.216062 10.488596
861.100800 0.185831 10.593088
860.688800 0.082081 10.534330
860.276700 0.136621 10.252454
859.864600 0.381634 10.350979
859.452300 0.410860 10.893230
859.040000 0.834965 10.314446
858.627600 0.596793 9.205865
858.215100 0.480554 9.417332
857.802600 0.338687 10.693539
857.389900 0.606266 10.603486
856.977100 0.361389 9.612552
856.564300 0.404803 9.855819
856.151400 0.374487 9.660431
855.738300 0.643896 10.063238
855.325300 0.783230 10.047443
854.912000 0.440456 10.004154
854.498800 0.209960 10.309776
854.085400 0.133121 9.875490
853.671900 0.171797 9.321879
853.258400 0.069010 9.931968
852.844800 0.163922 9.956785
852.431100 0.295772 9.873835
852.017300 0.104101 10.841767
851.603400 0.141143 10.270485
851.189400 0.254881 10.309136
850.775300 0.435582 10.850586
850.361200 0.182551 9.937659
849.947000 0.072746 10.328135
849.532600 0.242654 10.917529
849.118200 0.324339 11.316442
848.703700 0.190014 11.291137
848.289100 0.119528 11.197695
847.874400 0.044531 10.908585
847.459700 0.062003 10.942051
847.044800 0.144195 10.876579
846.629800 0.203358 10.689465
846.214800 0.248363 10.631389
845.799700 0.320394 10.378072
845.384500 0.315473 10.406513
844.969200 0.383987 10.252156
844.553800 0.355368 10.271355
844.138300 0.365711 10.256333
843.722700 0.330343 10.350059
843.307100 0.331307 10.319219
842.891400 0.338174 10.312848
842.475500 0.334128 10.326671
842.059600 0.291997 10.309433
841.643600 0.290107 10.324895
841.227500 0.284231 10.370713
840.811300 0.273617 10.343523
840.395100 0.284459 10.318841
839.978700 0.260858 10.266698
839.562300 0.222264 10.281990
839.145700 0.240439 10.254863
838.729100 0.243660 10.259299
838.312400 0.247371 10.286088
837.895600 0.254907 10.232442
837.478700 0.279396 10.230011
837.061700 0.313503 10.066161
836.644700 0.323560 9.960852
836.227500 0.345261 9.846070
835.810200 0.360778 9.775047
835.392900 0.360971 9.821626
834.975500 0.376184 9.780329
834.557900 0.389477 9.749392
834.140300 0.418772 9.710924
833.722700 0.414045 9.699280
833.304900 0.383700 9.675877
832.887000 0.407863 9.652713
832.469100 0.418553 9.612318
832.051000 0.414084 9.606813
831.632900 0.421725 9.574695
831.214600 0.453619 9.547576
830.796300 0.461132 9.524105
830.377900 0.466589 9.483493
829.959400 0.466294 9.472787
