## SPECTRUM TYPE:
LCE

## DATE:
25/06/2026

## COMMENTS:

## NUMBER OF SPECTRUM:
1

## ELLIPSOMETRIC CONFIGURATION:
0.00 ø :Modulator
+45.00 øAnalyser

## UNIT:
nm


# SPECTRUM:
1

# CAPTION:


# START TIME:
11:25:09

# END TIME:
11:25:09

# THETA ANGLE:
0.00 ø

# INCIDENCE ANGLE:
69.95 ø

# ACCUMULATION NUMBER:
19

# ELLIPSOMETRIC CONFIGURATION:
0.00 ø :Modulator
+45.00 øAnalyser

# INTEGRATION TIME:
12 ms

# FIRST POINT:
999.79 nm

# LAST POINT:
439.65 nm

# INCREMENT:
0.00 nm

# NUMBER OF POINTS:
1273

# DATA:
nm Psi Delta Ic Is Reflectance IcPrim IntegrationTime IntensityMax Polarization PolarizationGen eV 
999.7925 2.089 196.134 -4.72769 -1.36765 0.000 67.35753 12.0000 3.96 2.72474759354751386E18 2.34500959251600507E19 1.240099 
999.4089 2.089 196.134 -4.72769 -1.36765 0.465 67.35752 12.0000 3.85 2.53421844625044275E18 2.18103414580995686E19 1.240575 
999.0253 2.089 196.134 -4.72769 -1.36764 0.249 67.35752 12.0000 3.98 2.41583183026454528E18 2.07914636150581494E19 1.241052 
998.6415 2.089 196.134 -4.72769 -1.36765 0.457 67.35752 12.0000 3.99 2.28079682152772403E18 1.9629306212777984E19 1.241529 
998.2578 2.089 196.134 -4.72769 -1.36765 0.122 67.35753 12.0000 4.04 2.12726376660415283E18 1.83079505219121316E19 1.242006 
997.8739 2.089 196.134 -4.72769 -1.36765 0.311 67.35752 12.0000 4.11 1.95338314949695898E18 1.68114734150671401E19 1.242484 
997.4900 2.089 196.134 -4.72769 -1.36764 -0.001 67.35752 12.0000 4.06 1.75730490445345587E18 1.51239583619193242E19 1.242962 
997.1060 2.089 196.134 -4.72769 -1.36764 -0.006 67.35752 12.0000 4.12 1.53717924059886387E18 1.32294844340984873E19 1.243440 
996.7219 2.089 196.134 -4.72769 -1.36764 -2.186 67.35752 12.0000 4.13 1.29115664193631027E18 1.11121296037228052E19 1.243920 
996.3377 2.089 196.134 -4.72769 -1.36765 -0.332 67.35752 12.0000 4.16 1.01738704271310848E18 8.75597624095696486E18 1.244399 
995.9535 2.089 196.134 -4.72769 -1.36764 0.055 67.35752 12.0000 4.14 717720302523514880.0000 6.17694307514790707E18 1.244879 
995.5692 2.089 196.134 -4.72769 -1.36764 0.574 67.35752 12.0000 4.32 394006246602047488.0000 3.39095075978792141E18 1.245360 
995.1848 2.089 196.134 -4.72769 -1.36765 -0.382 67.35752 12.0000 4.31 51794247573045248.0000 445759125050097664.0000 1.245841 
994.8003 2.089 196.134 -4.72769 -1.36765 0.012 67.35753 12.0000 4.35 295967158440034304.0000 2.54719323321401344E18 1.246322 
994.4158 2.089 196.134 -4.72769 -1.36764 0.006 67.35752 12.0000 4.29 630779925250441216.0000 5.42870507148122522E18 1.246804 
994.0311 23.088 144.676 -0.46999 0.33307 0.008 0.55286 12.0000 4.34 0.9139 318339083665408.0000 1.247287 
993.6464 28.563 147.331 -0.50390 0.32311 0.310 0.38685 12.0000 4.40 0.8136 247180921143296.0000 1.247770 
993.2617 40.725 153.135 -0.56256 0.28497 0.604 0.09481 12.0000 4.39 0.6895 181016329191424.0000 1.248253 
992.8768 38.147 172.316 -0.19658 0.02652 -0.077 0.04838 12.0000 4.47 0.5743 117348522524672.0000 1.248737 
992.4919 56.412 338.303 1.69402 -0.67403 0.092 -0.76729 12.0000 4.48 0.7426 19974215172096.0000 1.249221 
992.1069 20.375 139.411 -0.12390 0.10616 -3.884 0.18935 12.0000 4.54 0.5929 78648476434432.0000 1.249706 
991.7218 14.081 140.221 -0.13546 0.11278 -0.194 0.32927 12.0000 4.51 0.6287 177271168040960.0000 1.250191 
991.3367 13.033 136.694 -0.13521 0.12744 0.119 0.37983 12.0000 4.63 0.6799 272148690108416.0000 1.250677 
990.9514 8.619 152.182 -0.18193 0.09600 0.594 0.66294 12.0000 4.68 0.8962 0.9187 1.251163 
990.5661 5.320 184.847 -0.16756 -0.01421 5.546 0.89508 12.0000 4.59 0.8665 0.9027 1.251650 
990.1807 2.712 153.594 -0.08411 0.04176 -11.161 0.98894 12.0000 4.65 0.7483 0.8078 1.252137 
989.7953 1.100 172.568 -0.03505 0.00457 -0.224 0.92017 12.0000 4.72 0.7348 0.7979 1.252625 
