## SPECTRUM TYPE:
LCE

## DATE:
25/06/2026

## COMMENTS:

## NUMBER OF SPECTRUM:
1

## ELLIPSOMETRIC CONFIGURATION:
0.00 ø :Modulator
+45.00 øAnalyser

## UNIT:
nm


# SPECTRUM:
1

# CAPTION:


# START TIME:
11:32:09

# END TIME:
11:32:09

# THETA ANGLE:
0.00 ø

# INCIDENCE ANGLE:
69.95 ø

# ACCUMULATION NUMBER:
19

# ELLIPSOMETRIC CONFIGURATION:
0.00 ø :Modulator
+45.00 øAnalyser

# INTEGRATION TIME:
12 ms

# FIRST POINT:
999.79 nm

# LAST POINT:
439.65 nm

# INCREMENT:
0.00 nm

# NUMBER OF POINTS:
1273

# DATA:
nm Psi Delta Ic Is Reflectance IcPrim IntegrationTime IntensityMax Polarization PolarizationGen eV 
999.7925 1.694 195.173 -3.84834 -1.04360 0.000 67.35753 12.0000 4.32 2.72226104800129843E18 1.9065467853961429E19 1.240099 
999.4089 1.694 195.173 -3.84834 -1.04360 0.534 67.35753 12.0000 4.44 2.53190589841932288E18 1.77323089057714012E19 1.240575 
999.0253 1.694 195.173 -3.84834 -1.04360 0.307 67.35753 12.0000 4.49 2.4136273094508544E18 1.69039390444282184E19 1.241052 
998.6415 1.694 195.173 -3.84834 -1.04360 0.505 67.35753 12.0000 4.48 2.27871544601634406E18 1.59590792246570516E19 1.241529 
998.2578 1.694 195.173 -3.84834 -1.04360 0.134 67.35753 12.0000 4.52 2.1253225788253143E18 1.4884785995575722E19 1.242006 
997.8739 1.694 195.173 -3.84834 -1.04360 0.362 67.35753 12.0000 4.54 1.95160056627042714E18 1.36681159063020503E19 1.242484 
997.4900 1.694 195.173 -3.84834 -1.04360 -0.013 67.35753 12.0000 4.51 1.75570126674434458E18 1.22961266054654853E19 1.242962 
997.1060 1.694 195.173 -3.84834 -1.04360 -0.001 67.35753 12.0000 4.62 1.53577653863972864E18 1.07558746421838479E19 1.243440 
996.7219 1.694 195.173 -3.84834 -1.04360 -2.425 67.35752 12.0000 4.57 1.28997837778819482E18 9.03441766508658688E18 1.243920 
996.3377 1.694 195.173 -3.84834 -1.04360 -0.196 67.35753 12.0000 4.65 1.01645864258240512E18 7.11881057402408141E18 1.244399 
995.9535 1.694 195.173 -3.84834 -1.04360 -0.117 67.35753 12.0000 4.60 717065405910220800.0000 5.02199736963432448E18 1.244879 
995.5692 1.694 195.173 -3.84834 -1.04360 0.645 67.35752 12.0000 4.78 393646671940026368.0000 2.75692122792158822E18 1.245360 
995.1848 1.694 195.173 -3.84834 -1.04360 -0.435 67.35752 12.0000 4.77 51746981457952768.0000 362412157935026176.0000 1.245841 
994.8003 1.694 195.173 -3.84834 -1.04360 0.015 67.35753 12.0000 4.91 295697056536723456.0000 2.07092657750330573E18 1.246322 
994.4158 1.694 195.173 -3.84834 -1.04360 0.007 67.35753 12.0000 4.82 630204330913300480.0000 4.41366259987539558E18 1.246804 
