## SPECTRUM TYPE:
LCE

## DATE:
25/06/2026

## COMMENTS:

## NUMBER OF SPECTRUM:
1

## ELLIPSOMETRIC CONFIGURATION:
0.00 ø :Modulator
+45.00 øAnalyser

## UNIT:
nm


# SPECTRUM:
1

# CAPTION:


# START TIME:
11:31:07

# END TIME:
11:31:07

# THETA ANGLE:
0.00 ø

# INCIDENCE ANGLE:
69.95 ø

# ACCUMULATION NUMBER:
19

# ELLIPSOMETRIC CONFIGURATION:
0.00 ø :Modulator
+45.00 øAnalyser

# INTEGRATION TIME:
12 ms

# FIRST POINT:
999.79 nm

# LAST POINT:
439.65 nm

# INCREMENT:
0.00 nm

# NUMBER OF POINTS:
1273

# DATA:
nm Psi Delta Ic Is Reflectance IcPrim IntegrationTime IntensityMax Polarization PolarizationGen eV 
999.7925 1.643 196.718 -3.70401 -1.11250 0.000 67.35753 12.0000 4.29 2.72197957302458778E18 1.85041737650515476E19 1.240099 
999.4089 1.643 196.718 -3.70401 -1.11250 0.481 67.35752 12.0000 4.28 2.53164421465191219E18 1.7210262983926612E19 1.240575 
999.0253 1.643 196.718 -3.70401 -1.11250 0.304 67.35752 12.0000 4.41 2.41337772031134925E18 1.64062802904875008E19 1.241052 
998.6415 1.643 196.718 -3.70401 -1.11250 0.622 67.35752 12.0000 4.36 2.27847987565009306E18 1.54892370153874391E19 1.241529 
998.2578 1.643 196.718 -3.70401 -1.11250 0.136 67.35753 12.0000 4.45 2.12510295137766605E18 1.44465712382790861E19 1.242006 
997.8739 1.643 196.718 -3.70401 -1.11250 0.366 67.35752 12.0000 4.46 1.95139880588673024E18 1.32657210388151009E19 1.242484 
997.4900 1.643 196.718 -3.70401 -1.11250 -0.004 67.35752 12.0000 4.44 1.75551970988680806E18 1.19341233971365151E19 1.242962 
997.1060 1.643 196.718 -3.70401 -1.11250 -0.006 67.35752 12.0000 4.50 1.53561779664846848E18 1.04392174924076155E19 1.243440 
996.7219 1.643 196.718 -3.70401 -1.11250 -2.318 67.35752 12.0000 4.53 1.2898449245643735E18 8.76844085452524749E18 1.243920 
996.3377 1.643 196.718 -3.70401 -1.11250 -0.566 67.35752 12.0000 4.61 1.01635357050247578E18 6.90922991387462861E18 1.244399 
995.9535 1.643 196.718 -3.70401 -1.11250 -0.139 67.35752 12.0000 4.47 716991257594822656.0000 4.87414769031472742E18 1.244879 
995.5692 1.643 196.718 -3.70401 -1.11250 0.630 67.35752 12.0000 4.69 393605990009798656.0000 2.67575637907079168E18 1.245360 
995.1848 1.643 196.718 -3.70401 -1.11250 -0.436 67.35752 12.0000 4.71 51741634223669248.0000 351742600178302976.0000 1.245841 
994.8003 1.643 196.718 -3.70401 -1.11250 0.014 67.35753 12.0000 4.79 295666510729314304.0000 2.0099578331094057E18 1.246322 
994.4158 1.643 196.718 -3.70401 -1.11250 0.007 67.35752 12.0000 4.72 630139184849354752.0000 4.28372259058273485E18 1.246804 
994.0311 14.404 343.150 0.21718 -0.06578 0.008 0.41263 12.0000 4.80 0.5397 0.7578 1.247287 
993.6464 11.079 341.600 0.11310 -0.03762 0.298 0.29268 12.0000 4.82 0.5203 0.8185 1.247770 
993.2617 9.438 189.415 -0.06311 -0.01046 0.643 0.18710 12.0000 4.80 0.5065 0.8882 1.248253 
992.8768 14.135 205.584 -0.12327 -0.05902 -0.103 0.25413 12.0000 4.84 0.5461 0.9020 1.248737 
992.4919 5.270 220.467 -0.05021 -0.04284 0.036 0.35473 12.0000 4.81 0.6472 0.9392 1.249221 
992.1069 4.330 201.644 -0.05059 -0.02008 -4.665 0.35737 12.0000 4.95 0.5702 0.7320 1.249706 
991.7218 3.881 167.423 -0.06070 0.01354 -0.250 0.45619 12.0000 4.98 0.6120 0.6533 1.250191 
991.3367 5.816 130.397 -0.05972 0.07018 0.127 0.44765 12.0000 5.10 0.6448 0.6778 1.250677 
990.9514 8.580 132.309 -0.14040 0.15425 0.743 0.67547 12.0000 5.08 0.8693 0.8900 1.251163 
990.5661 5.210 161.119 -0.15375 0.05259 5.587 0.88363 12.0000 4.98 0.8588 0.8883 1.251650 
990.1807 2.710 110.177 -0.03161 0.08603 -12.521 0.96617 12.0000 5.05 0.7383 0.7905 1.252137 
989.7953 1.147 148.462 -0.03276 0.02010 -0.247 0.95955 12.0000 5.15 0.7388 0.8017 1.252625 
989.4097 3.447 156.374 -0.10467 0.04579 -1.242 0.94498 12.0000 5.25 0.7268 0.8074 1.253113 
989.0241 5.075 161.917 -0.14822 0.04840 0.627 0.87104 12.0000 5.19 0.7252 0.8263 1.253601 
988.6384 7.487 170.764 -0.24418 0.03971 0.949 0.92493 12.0000 5.20 0.7518 0.8373 1.254090 
988.2526 7.543 153.616 -0.22062 0.10944 17.060 0.91364 12.0000 5.33 0.7377 0.8186 1.254580 
987.8668 7.952 150.620 -0.24027 0.13528 0.622 0.96775 12.0000 5.27 0.7607 0.8423 1.255070 
