## SPECTRUM TYPE:
LCE

## DATE:
25/06/2026

## COMMENTS:

## NUMBER OF SPECTRUM:
1

## ELLIPSOMETRIC CONFIGURATION:
0.00 ø :Modulator
+45.00 øAnalyser

## UNIT:
nm


# SPECTRUM:
1

# CAPTION:


# START TIME:
11:19:36

# END TIME:
11:19:36

# THETA ANGLE:
0.00 ø

# INCIDENCE ANGLE:
69.95 ø

# ACCUMULATION NUMBER:
12

# ELLIPSOMETRIC CONFIGURATION:
0.00 ø :Modulator
+45.00 øAnalyser

# INTEGRATION TIME:
18 ms

# FIRST POINT:
999.79 nm

# LAST POINT:
439.65 nm

# INCREMENT:
0.00 nm

# NUMBER OF POINTS:
1273

# DATA:
nm Psi Delta Ic Is Reflectance IcPrim IntegrationTime IntensityMax Polarization PolarizationGen eV 
999.7925 3.978 196.069 -9.04506 -2.60548 0.000 67.35752 18.0000 6.02 2.74390520927197594E18 4.46308614232415928E19 1.240099 
999.4089 3.978 196.069 -9.04506 -2.60548 0.685 67.35752 18.0000 5.93 2.55203658193436672E18 4.15100340072412611E19 1.240575 
999.0253 4.086 196.069 -9.04506 -2.60548 0.445 65.55238 18.0000 6.10 2.36889917643292672E18 3.85533724733609083E19 1.241052 
998.6415 4.175 196.069 -9.04506 -2.60548 0.906 64.13441 18.0000 6.05 2.18910868432643686E18 3.5644581476730667E19 1.241529 
998.2578 4.228 196.069 -9.04506 -2.60548 0.189 63.31607 18.0000 6.18 2.01625432388481843E18 3.28397009259950244E19 1.242006 
997.8739 4.239 196.069 -9.04506 -2.60548 0.502 63.14767 18.0000 6.20 1.84663129067828019E18 3.00788250296262328E19 1.242484 
997.4900 4.182 196.069 -9.04506 -2.60548 -0.025 64.02509 18.0000 6.15 1.68384776955232256E18 2.74186336120361452E19 1.242962 
997.1060 4.035 196.069 -9.04506 -2.60548 -0.005 66.38484 18.0000 6.30 1.5260696376728617E18 2.48297631156933755E19 1.243440 
996.7219 3.770 196.069 -9.04506 -2.60548 -3.187 71.12105 18.0000 6.25 1.3715136246185984E18 2.22845278378105242E19 1.243920 
996.3377 3.326 196.069 -9.04506 -2.60548 -0.522 80.70655 18.0000 6.33 1.22397318294431334E18 1.98457120913568563E19 1.244399 
995.9535 2.652 196.069 -9.04506 -2.60548 0.096 101.38349 18.0000 6.27 1.08197524194669363E18 1.7496032653055361E19 1.244879 
995.5692 1.703 196.069 -9.04506 -2.60548 0.886 158.11626 18.0000 6.36 923988546455339008.0000 1.48996327010855813E19 1.245360 
995.1848 0.273 196.069 -9.04506 -2.60548 -0.598 986.30658 18.0000 6.60 756351368687517696.0000 1.21729593129220178E19 1.245841 
994.8003 87.950 196.069 -9.04506 -2.60548 0.017 -131.34715 18.0000 6.61 577031055240855552.0000 9.31302291644874752E18 1.246322 
994.4158 83.578 196.069 -9.04506 -2.60548 0.010 -41.28364 18.0000 6.53 395541508431806464.0000 6.53961973434889011E18 1.246804 
994.0311 90.000 118.189 -0.15014 0.28014 0.012 -250856773332762624.00000 18.0000 6.62 184467436613926912.0000 2.96872592521612493E18 1.247287 
993.6464 0.000 97.053 -0.03508 0.28354 0.451 35480035490004992.00000 18.0000 6.72 23980767361105920.0000 385938889270886400.0000 1.247770 
