# lams, psi_mean, delta_mean
808.920000 10.275748 240.800503
808.496900 10.255078 238.885269
808.073700 10.238700 236.935280
807.650500 10.222619 235.148132
807.227100 10.213571 233.129336
806.803600 10.220756 231.224983
806.380100 10.223300 229.288527
805.956400 10.236990 227.452423
805.532700 10.248890 225.630955
805.108900 10.266100 223.709998
804.685000 10.273271 221.919462
804.261000 10.303261 219.931051
803.836900 10.328336 218.220475
803.412700 10.366441 216.418663
802.988400 10.405193 214.634329
802.564000 10.443158 212.797380
802.139600 10.488477 210.863846
801.715000 10.534962 209.005017
801.290300 10.580634 207.142367
800.865700 10.628028 205.381106
800.440800 10.683421 203.423530
800.015900 10.743785 201.711560
799.590900 10.819738 199.943505
799.165800 10.888473 198.297389
798.740600 10.971444 196.568538
798.315300 11.054623 194.881406
797.889900 11.145267 193.214341
797.464400 11.232965 191.511945
797.038900 11.333666 189.909856
796.613200 11.428578 188.309987
796.187500 11.515557 186.601921
795.761700 11.614446 185.024107
795.335700 11.708370 183.519018
794.909700 11.808786 181.955860
794.483600 11.912989 180.331896
794.057400 12.019580 178.789372
793.631000 12.145479 177.173322
793.204700 12.258639 175.658055
792.778200 12.371208 174.039360
792.351600 12.485882 172.576803
791.924900 12.610918 171.053610
791.498200 12.732728 169.610014
791.071400 12.845224 168.212267
790.644400 12.964210 166.764457
790.217300 13.083444 165.361872
789.790200 13.213787 163.930822
789.363000 13.344070 162.558027
788.935700 13.467112 161.249319
788.508300 13.606607 159.830603
788.080700 13.739223 158.489206
787.653200 13.877928 157.144106
787.225500 14.015310 155.861108
786.797700 14.156626 154.544324
786.369900 14.296922 153.293250
785.941900 14.430465 152.031412
785.513900 14.564690 150.777341
785.085700 14.714705 149.481875
784.657500 14.856113 148.258352
784.229100 14.985302 147.097155
783.800700 15.112216 145.916381
783.372200 15.249314 144.705023
782.943500 15.391239 143.524855
782.514800 15.536250 142.368167
782.086100 15.669155 141.264605
781.657200 15.805359 140.142177
781.228200 15.947125 138.993415
780.799100 16.092160 137.862658
780.369900 16.232096 136.708560
779.940700 16.363452 135.614255
779.511300 16.511581 134.477871
