# lams, psi_mean, delta_mean
697.548800 36.184983 75.407673
697.101300 36.223012 75.421608
696.653700 36.270668 75.442870
696.206100 36.336173 75.456830
695.758400 36.363978 75.479298
695.310500 36.380938 75.489669
694.862600 36.425533 75.506719
694.414600 36.446175 75.528582
693.966400 36.481142 75.553309
693.518200 36.553007 75.571196
693.069900 36.580052 75.601992
692.621500 36.614374 75.630377
692.172900 36.614317 75.662694
691.724300 36.610206 75.694178
691.275600 36.618180 75.722985
690.826700 36.599135 75.752791
690.377800 36.596653 75.780609
689.928800 36.568343 75.814145
689.479700 36.535403 75.842031
689.030400 36.477591 75.875143
688.581100 36.432046 75.911164
688.131700 36.376376 75.948284
687.682100 36.322102 75.990351
687.232500 36.251913 76.018978
686.782800 36.168648 76.061808
686.332900 36.087174 76.105494
685.883000 35.998477 76.156046
685.433000 35.895892 76.201621
684.982800 35.786175 76.246158
684.532700 35.645549 76.296704
684.082300 35.507406 76.345406
683.631900 35.366475 76.395962
683.181300 35.213565 76.444710
682.730700 35.068771 76.483162
682.280000 34.892042 76.536905
681.829200 34.703986 76.585812
681.378200 34.519548 76.635650
680.927200 34.324150 76.685871
680.476100 34.116105 76.736930
680.024800 33.899180 76.790733
679.573500 33.690733 76.845312
679.122100 33.447595 76.902214
678.670500 33.211589 76.962775
678.218900 32.982190 77.023785
677.767200 32.742343 77.072706
677.315400 32.493191 77.133352
676.863400 32.251409 77.194430
676.411400 31.980765 77.260234
675.959200 31.722436 77.320361
675.507000 31.455094 77.382518
675.054700 31.170611 77.452505
674.602200 30.886524 77.518262
674.149700 30.601759 77.579717
673.697100 30.306290 77.647362
673.244300 30.021933 77.716552
672.791500 29.717041 77.785709
672.338600 29.406112 77.855705
671.885500 29.092835 77.924064
671.432400 28.775973 77.993208
670.979100 28.456209 78.061012
670.525800 28.126171 78.125857
670.072300 27.803297 78.198753
669.618800 27.468195 78.275293
669.165100 27.126612 78.350957
668.711400 26.787048 78.424405
668.257500 26.451818 78.504908
667.803500 26.103346 78.579345
667.349500 25.749667 78.656518
666.895300 25.386350 78.732811
666.441100 25.022612 78.806653
665.986800 24.652220 78.886439
665.532300 24.285402 78.959279
665.077700 23.905135 79.032965
664.623000 23.520099 79.107396
664.168300 23.132387 79.184197
663.713400 22.739879 79.262990
663.258400 22.343390 79.339504
662.803400 21.942865 79.416748
662.348200 21.541520 79.495510
661.892900 21.142996 79.574227
661.437600 20.730703 79.652300
660.982100 20.315463 79.729492
660.526500 19.895809 79.808831
660.070800 19.472795 79.892505
659.615100 19.049684 79.966272
