x, y
361.1256544502618, 0.6481690259440457
369.6335078534031, 0.6346478994740683
352.6178010471204, 0.6346478994740683
348.03664921465963, 0.6135211393647285
340.83769633507853, 0.5856338160204
340.1832460732984, 0.5611267742935659
338.21989528795814, 0.5467605774192149
342.14659685863876, 0.5729577599547961
335.6020942408377, 0.5340845213536111
334.2931937172775, 0.5180281836705128
333.6387434554974, 0.5011267755830411
331.020942408377, 0.4876056491130636
330.36649214659684, 0.4774648042605805
328.40314136125653, 0.45718311455561433
323.8219895287958, 0.4394366360637689
323.1675392670157, 0.42845072080691227
316.62303664921467, 0.4200000167631764
373.5602094240838, 0.6194366321953436
372.90575916230364, 0.6050704353209926
374.86910994764395, 0.5864788864247736
376.83246073298426, 0.5678873375285547
381.413612565445, 0.55267607024983
384.0314136125654, 0.5315493101404902
386.64921465968587, 0.5180281836705128
389.26701570680626, 0.5070422684136562
391.2303664921466, 0.4960563531567995
391.2303664921466, 0.4859155083043164
393.1937172774869, 0.4690141002168446
397.1204188481675, 0.45126762172499923
399.0837696335078, 0.4411267768725161
401.70157068062827, 0.4259155095937915
403.0104712041885, 0.41323945352818764
406.28272251308897, 0.3971831158450895
407.5916230366492, 0.38112677816199125
410.2094240837696, 0.36338029967014585
412.82722513089004, 0.3473239619870476
417.40837696335075, 0.3228169202602135
414.79057591623035, 0.33633804673019096
420.6806282722513, 0.3084507233858625
423.29842931937173, 0.2915493152983907
426.5706806282722, 0.27802818882841324
429.84293193717275, 0.2628169215496886
431.80628272251306, 0.24760565427096398
437.0418848167539, 0.22647889416162423
442.93193717277484, 0.20704227486103166
446.85863874345546, 0.19267607798668063
452.0942408376963, 0.17408452909046165
458.6387434554974, 0.15549298019424268
463.8743455497382, 0.13774650170239727
469.76439790575915, 0.12253523442367265
475, 0.11408453037993677
480.23560209424085, 0.1030986151230801
487.43455497382195, 0.08957748865310267
495.94240837696333, 0.07774650299187236
504.4502617801047, 0.06760565813938929
512.303664921466, 0.060000024500027005
524.0837696335078, 0.054929602073785444
535.2094240837696, 0.04985917964754388
545.6806282722513, 0.04816903883879675
555.4973821989529, 0.04901410924317029
566.6230366492146, 0.05070425005191748
577.0942408376964, 0.05154932045629107
584.9476439790576, 0.054929602073785444
595.4188481675392, 0.05577467247815904
607.1989528795812, 0.06253523571314773
620.9424083769633, 0.06845072854376288
632.068062827225, 0.07183101016125726
692.9319371727748, 0.10056340390995933
670.0261780104712, 0.08957748865310267
645.1570680628272, 0.07859157339624595
658.2460732984293, 0.08281692541811392
681.151832460733, 0.09549298148371776
703.4031413612565, 0.10563382633620083
715.8376963350785, 0.11154931916681599
726.9633507853403, 0.11577467118868395
738.7434554973821, 0.12000002321055186
749.2146596858638, 0.12422537523241983
759.6858638743455, 0.1292957976586614
776.0471204188482, 0.1352112904892765
789.1361256544502, 0.14028171291551805
806.151832460733, 0.14704227615050675
825.130890052356, 0.1512676281723747
841.4921465968586, 0.15887326181173703
852.6178010471203, 0.163098613833605
865.0523560209424, 0.16732396585547293
877.4869109947643, 0.17154931787734087
