## SPECTRUM TYPE:
LCE

## DATE:
25/06/2026

## COMMENTS:

## NUMBER OF SPECTRUM:
1

## ELLIPSOMETRIC CONFIGURATION:
0.00 ø :Modulator
+45.00 øAnalyser

## UNIT:
nm


# SPECTRUM:
1

# CAPTION:


# START TIME:
11:06:02

# END TIME:
11:06:02

# THETA ANGLE:
0.00 ø

# INCIDENCE ANGLE:
69.95 ø

# ACCUMULATION NUMBER:
7

# ELLIPSOMETRIC CONFIGURATION:
0.00 ø :Modulator
+45.00 øAnalyser

# INTEGRATION TIME:
32 ms

# FIRST POINT:
999.79 nm

# LAST POINT:
439.65 nm

# INCREMENT:
0.00 nm

# NUMBER OF POINTS:
1273

# DATA:
nm Psi Delta Ic Is Reflectance IcPrim IntegrationTime IntensityMax Polarization PolarizationGen eV 
999.7925 1.794 222.891 -3.09382 -2.87403 0.000 67.35753 32.0000 7.56 2.72283884136169472E18 2.01689443206671892E19 1.240099 
999.4089 1.794 222.891 -3.09382 -2.87403 1.376 67.35753 32.0000 7.56 2.5324432847273984E18 1.87586249449747251E19 1.240575 
999.0253 1.794 222.891 -3.17902 -2.95317 0.815 69.21238 32.0000 7.66 2.41412538821823693E18 1.78823075805674865E19 1.241052 
998.6415 1.794 222.891 -3.24930 -3.01846 2.082 70.74262 32.0000 7.68 2.27917559163256832E18 1.68827602514539971E19 1.241529 
998.2578 1.794 222.891 -3.29130 -3.05748 0.337 71.65694 32.0000 7.78 2.12574644055782195E18 1.5746287440798679E19 1.242006 
997.8739 1.794 222.891 -3.30007 -3.06563 0.805 71.84803 32.0000 7.81 1.95198869387503206E18 1.44592002288357212E19 1.242484 
997.4900 1.794 222.891 -3.25485 -3.02362 -0.088 70.86340 32.0000 7.75 1.75605517204953498E18 1.30078030987295457E19 1.242962 
997.1060 1.794 222.891 -3.13915 -2.91614 -0.002 68.34445 32.0000 7.92 1.53609759603503923E18 1.13784060312027136E19 1.243440 
996.7219 1.794 222.891 -2.93010 -2.72194 -3.604 63.79315 32.0000 7.97 1.29026837398002074E18 9.5573168079545303E18 1.243920 
996.3377 1.794 222.891 -2.58210 -2.39866 -1.990 56.21645 32.0000 8.06 1.01672293768993178E18 7.53084156141685965E18 1.244399 
