## SPECTRUM TYPE:
LCE

## DATE:
25/06/2026

## COMMENTS:

## NUMBER OF SPECTRUM:
1

## ELLIPSOMETRIC CONFIGURATION:
0.00 ø :Modulator
+45.00 øAnalyser

## UNIT:
nm


# SPECTRUM:
1

# CAPTION:


# START TIME:
11:01:20

# END TIME:
11:01:20

# THETA ANGLE:
0.00 ø

# INCIDENCE ANGLE:
69.95 ø

# ACCUMULATION NUMBER:
7

# ELLIPSOMETRIC CONFIGURATION:
0.00 ø :Modulator
+45.00 øAnalyser

# INTEGRATION TIME:
31 ms

# FIRST POINT:
999.79 nm

# LAST POINT:
439.65 nm

# INCREMENT:
0.00 nm

# NUMBER OF POINTS:
1273

# DATA:
nm Psi Delta Ic Is Reflectance IcPrim IntegrationTime IntensityMax Polarization PolarizationGen eV 
999.7925 1.509 223.389 -2.58044 -2.43929 0.000 67.35753 31.0000 7.03 2.7212775348502528E18 1.70235461183209472E19 1.240099 
999.4089 1.509 223.389 -2.58044 -2.43929 1.121 67.35753 31.0000 7.01 2.53099110474501325E18 1.5833168650602283E19 1.240575 
999.0253 1.509 223.389 -2.65150 -2.50646 0.788 69.21239 31.0000 7.29 2.41274137795677389E18 1.50935150839694623E19 1.241052 
998.6415 1.509 223.389 -2.71013 -2.56187 1.665 70.74263 31.0000 7.20 2.27786882206295654E18 1.42498488168606597E19 1.241529 
998.2578 1.509 223.389 -2.74515 -2.59498 0.314 71.65695 31.0000 7.28 2.12452763191843226E18 1.3290611783044694E19 1.242006 
997.8739 1.509 223.389 -2.75247 -2.60190 0.742 71.84804 31.0000 7.34 1.95086952847690957E18 1.22042481153136394E19 1.242484 
997.4900 1.509 223.389 -2.71475 -2.56625 -0.084 70.86341 31.0000 7.25 1.7550482942763991E18 1.09792019464595702E19 1.242962 
997.1060 1.509 223.389 -2.61825 -2.47503 -0.007 68.34446 31.0000 7.38 1.53521688722119066E18 9.60391411073967718E18 1.243440 
996.7219 1.509 223.389 -2.44389 -2.31021 -3.518 63.79316 31.0000 7.43 1.28952854009348096E18 8.06682874094603469E18 1.243920 
996.3377 1.509 223.389 -2.15363 -2.03582 -2.005 56.21645 31.0000 7.60 1.01613999036878029E18 6.35638942011490304E18 1.244399 
995.9535 1.509 223.389 -1.71440 -1.62062 -1.120 44.75124 31.0000 7.49 716905976724193280.0000 4.48415421447746355E18 1.244879 
995.5692 1.509 223.389 -1.07350 -1.01478 1.135 28.02179 31.0000 7.68 393710993370251264.0000 2.46168641294512947E18 1.245360 
995.1848 1.509 223.389 -0.16310 -0.15418 -0.823 4.25736 31.0000 7.84 53126417579245568.0000 323824041443983360.0000 1.245841 
994.8003 88.491 43.389 1.09515 1.03524 0.023 -28.58675 31.0000 7.81 295738047704596480.0000 1.84915288315763098E18 1.246322 
994.4158 88.491 43.389 2.79343 2.64062 0.017 -72.91721 31.0000 7.78 629966492804317184.0000 3.94095506330379878E18 1.246804 
994.0311 42.867 304.238 0.00000 0.00000 0.013 0.00000 31.0000 7.89 6983509449113600.0000 6983509449113600.0000 1.247287 
993.6464 51.325 286.261 0.00000 0.00000 0.952 0.00000 31.0000 7.92 5422489626738688.0000 5422489626738688.0000 1.247770 
993.2617 53.405 260.285 0.00000 0.00000 1.294 0.00000 31.0000 7.92 3971015092731904.0000 3971015092731904.0000 1.248253 
992.8768 42.335 260.678 0.00000 0.00000 -0.632 0.00000 31.0000 7.92 2574313202909184.0000 2574313202909184.0000 1.248737 
992.4919 39.099 219.356 0.00000 0.00000 0.385 0.00000 31.0000 7.95 438180985700352.0000 438180985700352.0000 1.249221 
992.1069 43.260 75.882 0.00000 0.00000 -7.731 0.00000 31.0000 8.09 1725337620709376.0000 1725337620709376.0000 1.249706 
991.7218 29.629 70.775 0.00000 0.00000 -1.292 0.00000 31.0000 8.20 3888856126455808.0000 3888856126455808.0000 1.250191 
