## SPECTRUM TYPE:
LCE

## DATE:
25/06/2026

## COMMENTS:

## NUMBER OF SPECTRUM:
1

## ELLIPSOMETRIC CONFIGURATION:
0.00 ø :Modulator
+45.00 øAnalyser

## UNIT:
nm


# SPECTRUM:
1

# CAPTION:


# START TIME:
11:04:47

# END TIME:
11:04:47

# THETA ANGLE:
0.00 ø

# INCIDENCE ANGLE:
69.95 ø

# ACCUMULATION NUMBER:
7

# ELLIPSOMETRIC CONFIGURATION:
0.00 ø :Modulator
+45.00 øAnalyser

# INTEGRATION TIME:
32 ms

# FIRST POINT:
999.79 nm

# LAST POINT:
439.65 nm

# INCREMENT:
0.00 nm

# NUMBER OF POINTS:
1273

# DATA:
nm Psi Delta Ic Is Reflectance IcPrim IntegrationTime IntensityMax Polarization PolarizationGen eV 
999.7925 1.819 223.177 -3.12286 -2.93019 0.000 67.35753 32.0000 7.09 2.72299002421051392E18 2.04482796477501932E19 1.240099 
999.4089 1.819 223.177 -3.12286 -2.93019 1.219 67.35753 32.0000 7.11 2.53258402221575373E18 1.90184285475019162E19 1.240575 
999.0253 1.819 223.177 -3.12286 -2.93019 0.822 67.35753 32.0000 7.28 2.41427382228798669E18 1.81299758732589138E19 1.241052 
998.6415 1.819 223.177 -3.12286 -2.93019 2.185 67.35753 32.0000 7.18 2.27932567496975974E18 1.71165856927517245E19 1.241529 
998.2578 1.819 223.177 -3.12286 -2.93019 0.299 67.35753 32.0000 7.37 2.12589185097059533E18 1.59643744726564209E19 1.242006 
997.8739 1.819 223.177 -3.12286 -2.93019 0.785 67.35753 32.0000 7.35 1.95212324661048115E18 1.4659459779160703E19 1.242484 
997.4900 1.819 223.177 -3.12286 -2.93019 -0.097 67.35753 32.0000 7.34 1.75617144540417229E18 1.31879613774755267E19 1.242962 
997.1060 1.819 223.177 -3.12286 -2.93019 -0.019 67.35753 32.0000 7.47 1.53618789342747034E18 1.15359957342769644E19 1.243440 
996.7219 1.819 223.177 -3.12286 -2.93019 -3.598 67.35752 32.0000 7.47 1.29032376187826995E18 9.68968151526434406E18 1.243920 
996.3377 1.819 223.177 -3.12286 -2.93019 -2.682 67.35753 32.0000 7.55 1.01673084042975642E18 7.63513573686955213E18 1.244399 
995.9535 1.819 223.177 -3.12286 -2.93019 -1.143 67.35753 32.0000 7.48 717257408128221184.0000 5.38624083290488832E18 1.244879 
995.5692 1.819 223.177 -3.12286 -2.93019 1.132 67.35752 32.0000 7.66 393752121977077760.0000 2.9568797869384663E18 1.245360 
995.1848 1.819 223.177 -3.12286 -2.93019 -0.837 67.35752 32.0000 7.77 51760841317416960.0000 388697804463144960.0000 1.245841 
994.8003 1.819 223.177 -3.12286 -2.93019 0.026 67.35753 32.0000 7.86 295776255733661696.0000 2.2211303112179712E18 1.246322 
994.4158 1.819 223.177 -3.12286 -2.93019 0.016 67.35753 32.0000 7.82 630373105948164096.0000 4.73378403591284326E18 1.246804 
994.0311 40.579 112.418 -0.16641 0.40338 0.012 0.06788 32.0000 7.81 0.5507 0.6280 1.247287 
993.6464 36.523 102.800 -0.09858 0.43388 0.875 0.13564 32.0000 7.97 0.5599 0.6711 1.247770 
993.2617 41.724 89.436 0.00446 0.45314 1.297 0.05205 32.0000 7.98 0.5580 0.7123 1.248253 
